,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 80.5)","(81.5, 343.5)","(344.5, 463.5)","(464.5, 647.5)","(648.5, 721.5)","(723.5, 832.5)","(833.5, 962.5)","(963.5, 1076.5)","(1077.5, 1243.5)","(1244.5, 1304.5)"
"Time length, sec",72.0,262.0,119.0,183.0,73.0,109.0,129.0,113.0,166.0,60.0
Number of epochs,67,238,105,163,66,103,120,103,157,58
