,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 80.5)","(81.5, 223.5)","(224.5, 305.5)","(306.5, 463.5)","(464.5, 643.5)","(644.5, 708.5)","(709.5, 835.5)","(836.5, 1026.5)","(1027.5, 1091.5)","(1092.5, 1304.5)"
"Time length, sec",72.0,142.0,81.0,157.0,179.0,64.0,126.0,190.0,64.0,212.0
Number of epochs,67,132,72,139,159,58,117,175,61,200
