,0,1,2,3,4,5,6,7
"Start-end time, sec","(6.5, 278.5)","(279.5, 371.5)","(372.5, 434.5)","(436.5, 495.5)","(496.5, 639.5)","(640.5, 1135.5)","(1136.5, 1513.5)","(1514.5, 2236.5)"
"Time length, sec",272.0,92.0,62.0,59.0,143.0,495.0,377.0,722.0
Number of epochs,257,89,61,57,140,472,359,685
