,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 55.5)","(56.3, 185.1)","(185.9, 270.7)","(271.5, 506.7)","(507.5, 619.5)","(620.3, 703.5)","(704.3, 771.5)","(772.3, 877.1)","(877.9, 938.7)"
"Time length, sec",45.6,128.8,84.79999999999998,235.2,112.0,83.20000000000005,67.20000000000005,104.80000000000007,60.80000000000007
Number of epochs,52,142,97,263,127,98,78,119,70
