,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 125.5)","(126.5, 184.5)","(186.5, 344.5)","(345.5, 614.5)","(615.5, 771.5)","(772.5, 887.5)","(888.5, 955.5)","(957.5, 1046.5)","(1047.5, 1260.5)","(1261.5, 1304.5)"
"Time length, sec",117.0,58.0,158.0,269.0,156.0,115.0,67.0,89.0,213.0,43.0
Number of epochs,112,52,142,236,143,106,66,81,200,42
