,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 664.5)","(665.5, 775.5)","(776.5, 1125.5)","(1126.5, 1333.5)","(1334.5, 1502.5)","(1503.5, 2046.5)","(2047.5, 2345.5)"
"Time length, sec",427.0,226.0,110.0,349.0,207.0,168.0,543.0,298.0
Number of epochs,372,193,93,299,168,150,473,269
