,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 407.5)","(409.5, 618.5)","(619.5, 859.5)","(860.5, 1240.5)","(1242.5, 1502.5)","(1503.5, 1754.5)","(1755.5, 2115.5)","(2116.5, 2345.5)"
"Time length, sec",397.0,209.0,240.0,380.0,260.0,251.0,360.0,229.0
Number of epochs,346,180,202,324,223,216,317,209
