,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 94.7)","(95.5, 272.3)","(273.1, 357.9)","(358.7, 406.7)","(407.5, 580.3)","(581.1, 713.9)","(714.7, 765.1)","(765.9, 840.3)","(841.1, 938.7)"
"Time length, sec",84.8,176.8,84.79999999999995,48.0,172.79999999999995,132.79999999999995,50.39999999999998,74.39999999999998,97.60000000000002
Number of epochs,98,195,93,54,197,154,58,83,114
