,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 80.5)","(81.5, 343.5)","(344.5, 463.5)","(464.5, 628.5)","(629.5, 708.5)","(709.5, 832.5)","(833.5, 974.5)","(975.5, 1112.5)","(1113.5, 1243.5)","(1244.5, 1304.5)"
"Time length, sec",72.0,262.0,119.0,164.0,79.0,123.0,141.0,137.0,130.0,60.0
Number of epochs,67,238,105,145,72,115,129,128,123,58
