,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 10.7)","(11.5, 109.1)","(109.9, 274.7)","(275.5, 466.7)","(467.5, 506.7)","(507.5, 607.5)","(608.3, 825.1)","(825.9, 937.1)","(938.7, 938.7)"
"Time length, sec",0.7999999999999989,97.6,164.79999999999998,191.2,39.19999999999999,100.0,216.80000000000007,111.20000000000005,0.0
Number of epochs,2,110,183,211,48,112,250,129,1
