,St_len_min,K_nb_max,N_cl_max,N_stages,Cl_cen,St_edges,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,AMI,ARI,FMI
0,60,35,10,3,Mode,"[0, 382, 666, 1046]",8.363498576236143,0.2267157371417266,-0.004341818531479805,1.4856213240979186,24.796455756297124,0.0007339929836768669,1.7846216079059127,18.86006036471245,0.5740536746020471,0.3757381584290714,0.5483253993457404
1,20,35,15,4,Mode,"[0, 382, 506, 993, 1046]",9.907801407157136,0.36803254015488424,-0.005531088894585736,2.1028604708010037,18.75908292018112,0.020169890409212906,2.116692614713186,14.082514481630374,0.5743783323095916,0.3380134996658453,0.5274728403033433
2,20,40,10,5,Mode,"[0, 36, 506, 554, 993, 1046]",17.119552404076973,0.6089089885774046,-0.04464857128662749,2.843221592162983,13.832685957542305,0.0178529589810056,3.6786218401826467,7.5458778590283675,0.6455749316828836,0.4092895922303309,0.5979808414037819
3,0,45,10,6,Mode,"[0, 2, 295, 506, 929, 1045, 1046]",6.816283167084468,0.9070782662531316,-0.055114950295701265,1.3298259615635903,14.874090194689655,0.007834022624127428,1.4620803218272793,10.70486830366275,0.6747854875881546,0.5056247918707977,0.6399085218366859
4,0,35,20,7,Mean,"[0, 28, 291, 509, 695, 868, 1027, 1046]",10.127413332502455,0.4481557689233701,-0.04980330573568108,1.9262075826419858,15.770633320827462,0.01087571691037414,2.206318574716155,12.257350376274443,0.8048133043017462,0.7576844947522443,0.8045728979995211
5,20,35,20,8,Median,"[0, 112, 276, 415, 537, 707, 858, 990, 1046]",9.190948320090701,0.37115862536891747,-0.03780942777357565,1.7980046392649471,16.586899159782448,0.010730946031925053,1.988957757198827,12.884945729123782,0.782270143045659,0.6285480946481292,0.6805332562321297
6,0,45,15,9,Mode,"[0, 2, 112, 295, 506, 554, 666, 916, 1045, 1046]",9.973320445058642,0.8052441915383728,-0.06580410610052344,1.9030792867430337,12.807208723339366,0.013156622307834313,2.1736274092171763,9.0834758560045,0.756014799399604,0.6157143929492587,0.6771696837626241
7,0,45,10,10,Mode,"[0, 2, 112, 295, 506, 554, 666, 709, 929, 1045, 1046]",8.70694085290157,0.7639499761648749,-0.06584776692107355,1.8141342278508537,12.599680963846186,0.020166451874364902,1.9080812356645411,9.313942820364987,0.7606178967739992,0.629218749106133,0.6846882326628194
8,0,45,15,11,Mode,"[0, 2, 112, 295, 382, 506, 554, 666, 731, 916, 1045, 1046]",8.118630278006638,0.7135665608469524,-0.06585003721972163,1.7222222091785766,12.4935886276809,0.016467299039599,1.7750419578369783,9.65773989245855,0.7421702985548423,0.5550484977868703,0.6163596911818985
9,20,35,20,12,Median,"[0, 95, 214, 308, 405, 506, 551, 666, 736, 815, 883, 993, 1046]",8.94127903194764,0.45624743114475164,-0.04161975545793773,1.8808463796274084,14.231849689921566,0.014762501729645727,1.9462026218706947,10.879095272222786,0.7481645827438262,0.5320562635387084,0.6011199759067446
10,0,35,10,13,Mode,"[0, 2, 112, 227, 308, 382, 506, 554, 666, 732, 883, 993, 1045, 1046]",8.289346976563506,0.6968519315023052,-0.06488951026404349,1.7946553655308892,12.348207264547248,0.01741608042408717,1.825963801543913,9.705376029180094,0.7411307621174875,0.5220485212845399,0.5885065553127974
11,0,35,20,14,Mode,"[0, 3, 112, 178, 308, 382, 506, 558, 666, 709, 766, 883, 993, 1045, 1046]",7.94825613651006,0.660055879139885,-0.06751174764048558,1.7394705142426927,12.530437907093106,0.015506317682517942,1.7475374514752307,9.466788222219972,0.7511772992650256,0.5292465366351565,0.5969406294065688
12,0,35,10,15,Mode,"[0, 2, 112, 227, 308, 382, 506, 554, 666, 709, 799, 883, 929, 993, 1045, 1046]",7.600173119153646,0.6787615078929432,-0.06657388050988951,1.7235307860708111,11.970236752109145,0.015469933222669178,1.6708292449903808,9.143344879357608,0.7475254366531155,0.5254504218088365,0.5968455380987979
13,0,35,10,16,Mode,"[0, 2, 112, 227, 308, 382, 427, 506, 554, 666, 709, 767, 883, 929, 993, 1045, 1046]",7.3297265028205665,0.6684781786433179,-0.06662570310690556,1.6664797486477136,11.88121907589089,0.013118421700936368,1.5988791853266107,8.981009188474877,0.7332353055297427,0.486526030272361,0.5633572134910071
