,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 175.5)","(176.5, 323.5)","(324.5, 751.5)","(752.5, 1047.5)","(1048.5, 1547.5)","(1548.5, 1933.5)","(1934.5, 2047.5)","(2048.5, 2345.5)"
"Time length, sec",165.0,147.0,427.0,295.0,499.0,385.0,113.0,297.0
Number of epochs,147,127,362,251,427,334,101,268
