Source,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
dissim,1109.978476821192,0.385257232213491,0.06532245214973144,0.04103643264227028,0.03602098410021443,11200.255150846211,12395.376195732157,-1195.1210448859456
channel-23,1601.7904761904763,0.4315815699481998,0.07317699473069104,0.3105884050475881,0.27262847376275223,9397.742857142857,4655.333333333333,4742.409523809524
channel-27,1600.8142857142857,0.4711288348235684,0.07988244787074389,0.2688906739786976,0.23602701473874418,8581.471428571429,4679.071428571428,3902.4
channel-13,1613.8190476190475,0.4730450648929812,0.08020735506663977,0.23522251875852931,0.2064737615492842,8991.871428571429,5356.214285714285,3635.657142857143
channel-17,1598.0904761904762,0.6011418727575404,0.10192686323574039,0.08486834186479533,0.07449578328537257,8583.57142857143,7905.609523809524,677.9619047619047
channel-12,1606.2666666666667,0.6092871202009063,0.1033079340940602,0.13554606458627355,0.11897970469000983,8366.942857142858,6496.261904761905,1870.6809523809525
channel-6,1612.9857142857143,0.6105423130799633,0.10352075885093703,0.26325326512334196,0.2310786066615761,7666.414285714286,4973.195238095238,2693.2190476190476
channel-22,1601.7333333333333,0.6236726669007593,0.10574708151914508,0.15561007495649115,0.13659150357205227,8101.957142857143,6344.161904761905,1757.7952380952381
channel-8,1604.3714285714286,0.6657818749239551,0.11288692600786322,0.14697278864004956,0.12900986128394892,8362.580952380953,6173.742857142857,2188.8380952380953
overall,1607.6460481099657,0.700049013537832,0.11869710511742183,0.36996543380959623,0.32474847716556127,6916.443298969072,3930.5257731958764,2985.917525773196
channel-35,1587.9,0.7029106288453646,0.11918230750524786,0.116629948952217,0.10237550552796318,8131.166666666667,7046.519047619047,1084.647619047619
channel-36,1591.4952380952382,0.7074299195443302,0.11994857774172799,0.09989337638761181,0.08768446696968621,8830.871428571429,7627.009523809524,1203.8619047619047
channel-18,1607.9,0.7312263492804814,0.12398339140075564,0.24798500820383798,0.21767642707813617,7860.204761904762,5109.3761904761905,2750.8285714285716
channel-20,1578.9761904761904,0.7358192925171018,0.12476214982425567,0.1330242694747224,0.11676612188643024,8177.771428571428,7025.633333333333,1152.1380952380953
channel-21,1579.0285714285715,0.7948703858342977,0.13477458280426602,0.18195006917757872,0.15971223926826913,7842.809523809524,6018.666666666667,1824.142857142857
channel-10,1600.952380952381,0.8069329433633473,0.13681985482282757,0.18374521299144456,0.16128798166626332,7185.928571428572,5704.1,1481.8285714285714
