Dimension,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
dim-3,1105.1328395061728,0.3069181572767404,0.05203963732855668,0.05105363696799118,0.04481389163413377,11633.735802469137,11779.98864197531,-146.25283950617285
dim-4,674.198559670782,0.36117857576419826,0.06123978542157735,0.02854837211708409,0.02505920695107477,11435.68878600823,14187.374485596707,-2751.6856995884773
dim-2,1424.6984126984128,0.43193478901326937,0.0732368849379269,0.09803150727164325,0.08605015439657279,10337.991769547325,9037.81383499902,1300.1779345483048
all,2016.8311688311687,0.6466376452971526,0.10964091809633028,0.20581233943415497,0.18065807695840416,7799.3953823953825,5489.405483405483,2309.989898989899
dim-5,310.97993827160496,0.6925121839543247,0.11741919480539291,0.013198164258707143,0.011585092424072043,9047.921296296296,15850.405349794239,-6802.484053497942
dim-1,1535.8689006466784,0.744622583954333,0.12625479560890382,0.1549481719038768,0.13601049791929617,8888.170487948266,7618.8085439937295,1269.3619439545366
norm-1,1958.7728937728937,0.9984254019119403,0.16928843922475037,0.20436419166464942,0.17938692095332812,6841.150183150183,5116.412698412699,1724.7374847374847
norm-2,1958.7851037851037,1.0427456446683416,0.17680317663820705,0.20480833972339366,0.17977678549885606,6513.275946275946,5117.793650793651,1395.4822954822955
