,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 116.5)","(117.5, 243.5)","(244.5, 518.5)","(520.5, 576.5)","(578.5, 770.5)","(771.5, 927.5)","(928.5, 1059.5)","(1060.5, 1155.5)","(1156.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",108.0,126.0,274.0,56.0,192.0,156.0,131.0,95.0,82.0,65.0
Number of epochs,103,113,244,46,178,145,120,90,78,63
