,0,1,2,3,4,5,6,7
"Start-end time, sec","(6.5, 133.5)","(134.5, 505.5)","(506.5, 683.5)","(684.5, 938.5)","(939.5, 1221.5)","(1222.5, 1550.5)","(1551.5, 1822.5)","(1823.5, 1905.5)"
"Time length, sec",127.0,371.0,177.0,254.0,282.0,328.0,271.0,82.0
Number of epochs,123,354,166,240,272,315,260,80
