,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 99.5)","(100.5, 147.5)","(149.5, 219.5)","(220.5, 285.5)","(286.5, 770.5)","(771.5, 941.5)","(942.5, 1005.5)","(1006.5, 1059.5)","(1060.5, 1154.5)","(1155.5, 1304.5)"
"Time length, sec",91.0,47.0,70.0,65.0,484.0,170.0,63.0,53.0,94.0,149.0
Number of epochs,86,46,63,56,433,159,58,48,89,142
