,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 234.5)","(235.5, 581.5)","(582.5, 806.5)","(807.5, 996.5)","(997.5, 1333.5)","(1334.5, 1853.5)","(1854.5, 2239.5)","(2240.5, 2345.5)"
"Time length, sec",224.0,346.0,224.0,189.0,336.0,519.0,385.0,105.0
Number of epochs,199,299,187,158,282,448,346,98
