Algorithm,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
entropy,4283.177215189873,0.5502938341985785,0.11366204618314192,0.23167704407249257,0.08080120345969437,3347.481012658228,3611.1265822784812,-263.6455696202532
amplitude-bottleneck,4283.1910828025475,0.6897043162514417,0.14384274168678998,0.5669515703343694,0.21733517345120928,2835.4140127388537,2190.9044585987263,644.5095541401274
landscape,4126.81223628692,0.7770142268105376,0.16274428901832863,0.48561200077453437,0.1842112302956507,2682.9135021097045,2601.3417721518986,81.57172995780591
amplitude-landscape-2-2,4205.585987261146,0.8311261352506778,0.1744588674897945,0.6211631103182081,0.2394117590357816,2481.4140127388537,2143.0318471337578,338.38216560509557
amplitude-landscape-2-1,4205.484076433121,0.8654760663686846,0.18189521514728801,0.5901747147073128,0.22679234316904068,2460.7133757961783,2225.044585987261,235.6687898089172
life,4284.235875706215,0.871936240561248,0.18329376529455993,0.6579982872499153,0.254412161833749,2473.803672316384,2018.247175141243,455.55649717514126
amplitude-wasserstein-1,4284.802547770701,0.9184942336175029,0.19337301178306263,0.6077717471935776,0.23395838925135706,2423.6369426751594,2191.515923566879,232.12101910828025
amplitude-wasserstein-2,4284.872611464968,0.9477395527242923,0.19970427222970782,0.7644729663428508,0.2977718849902173,2321.923566878981,1699.0573248407643,622.8662420382166
amplitude-silhouette-2-1,4205.605095541401,0.9694049143798503,0.2043945628984888,0.47249942350263285,0.1788713905776912,2266.808917197452,2581.1019108280257,-314.2929936305732
amplitude-landscape-1-2,4205.515923566879,0.969638745670331,0.20444518456533414,0.6671959800895451,0.25815774170872074,2208.1783439490446,2010.4203821656051,197.7579617834395
silhouette-1,4127.265822784811,0.9700987752165302,0.20454477543864633,0.4141306237637576,0.15510184255732162,2330.1476793248944,2873.7552742616035,-543.6075949367089
silhouette-2,4127.265822784811,0.9917833010892083,0.2092392149303347,0.36601044759631135,0.13550584532459187,2248.9641350210973,3050.071729957806,-801.1075949367089
amplitude-landscape-1-1,4205.452229299363,0.992290913584557,0.20934910694082323,0.62825730878999,0.24230073211721265,2200.3184713375795,2105.579617834395,94.73885350318471
amplitude-silhouette-2-2,4205.605095541401,1.0586566946937754,0.22371650171648702,0.41773623728884585,0.15657015789378378,2061.394904458599,2781.566878980892,-720.171974522293
bd2,4284.566384180791,1.1411764859304177,0.2415810457282732,0.8378328573179733,0.3276462606687166,2067.1228813559323,1638.6638418079096,428.4590395480226
amplitude-silhouette-1-1,4205.605095541401,1.2538753372665923,0.265978993900479,0.5860634275925641,0.2251181021886414,1711.7133757961783,2246.146496815287,-534.4331210191083
amplitude-silhouette-1-2,4205.605095541401,1.3031178858366443,0.2766394144250475,0.5111342793618657,0.19460467729447212,1640.3503184713377,2477.7834394904457,-837.4331210191083
