,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 193.5)","(194.5, 323.5)","(324.5, 1113.5)","(1114.5, 1342.5)","(1343.5, 1445.5)","(1446.5, 1886.5)","(1887.5, 2047.5)","(2048.5, 2345.5)"
"Time length, sec",183.0,129.0,789.0,228.0,102.0,440.0,160.0,297.0
Number of epochs,163,111,672,188,91,379,145,268
