,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 135.5)","(137.5, 184.5)","(186.5, 320.5)","(321.5, 402.5)","(403.5, 553.5)","(554.5, 808.5)","(809.5, 955.5)","(957.5, 1046.5)","(1047.5, 1203.5)","(1204.5, 1304.5)"
"Time length, sec",127.0,47.0,134.0,81.0,150.0,254.0,146.0,89.0,156.0,100.0
Number of epochs,122,42,122,72,127,235,137,81,145,97
