,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 193.5)","(194.5, 282.5)","(283.5, 753.5)","(755.5, 1199.5)","(1200.5, 1445.5)","(1446.5, 1846.5)","(1847.5, 2047.5)","(2048.5, 2345.5)"
"Time length, sec",183.0,88.0,470.0,444.0,245.0,400.0,200.0,297.0
Number of epochs,163,75,400,382,205,341,183,268
