,0,1,2,3,4,5,6,7
"Start-end time, sec","(6.5, 312.5)","(313.5, 371.5)","(372.5, 434.5)","(436.5, 488.5)","(489.5, 540.5)","(541.5, 594.5)","(595.5, 674.5)","(675.5, 2236.5)"
"Time length, sec",306.0,58.0,62.0,52.0,51.0,53.0,79.0,1561.0
Number of epochs,289,57,61,52,48,53,78,1482
