,0,1,2,3,4,5,6,7
"Start-end time, sec","(5.5, 96.5)","(97.5, 269.5)","(270.5, 449.5)","(450.5, 836.5)","(838.5, 1320.5)","(1321.5, 1366.5)","(1367.5, 2113.5)","(2114.5, 2320.5)"
"Time length, sec",91.0,172.0,179.0,386.0,482.0,45.0,746.0,206.0
Number of epochs,90,161,173,360,458,42,716,189
