,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 237.5)","(238.5, 413.5)","(414.5, 593.5)","(596.5, 991.5)","(992.5, 1272.5)","(1273.5, 1389.5)","(1390.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",227.0,175.0,179.0,395.0,280.0,116.0,711.0,243.0
Number of epochs,201,149,157,331,238,98,621,222
