,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 184.5)","(186.5, 269.5)","(270.5, 344.5)","(345.5, 421.5)","(422.5, 553.5)","(554.5, 771.5)","(772.5, 822.5)","(823.5, 954.5)","(955.5, 1075.5)","(1076.5, 1304.5)"
"Time length, sec",176.0,83.0,74.0,76.0,131.0,217.0,50.0,131.0,120.0,228.0
Number of epochs,164,74,68,68,111,200,47,124,108,216
