,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 413.5)","(414.5, 593.5)","(596.5, 919.5)","(921.5, 996.5)","(997.5, 1315.5)","(1316.5, 1740.5)","(1741.5, 2120.5)","(2121.5, 2345.5)"
"Time length, sec",403.0,179.0,323.0,75.0,318.0,424.0,379.0,224.0
Number of epochs,350,157,269,67,266,371,332,205
