,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(6.5, 606.5)","(610.5, 666.5)","(667.5, 1272.5)","(1274.5, 2248.5)","(2249.5, 2559.5)","(2560.5, 2741.5)","(2742.5, 3036.5)","(3037.5, 3088.5)","(3089.5, 3186.5)"
"Time length, sec",600.0,56.0,605.0,974.0,310.0,181.0,294.0,51.0,97.0
Number of epochs,566,53,559,904,288,165,280,50,91
