,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 234.5)","(235.5, 671.5)","(672.5, 860.5)","(861.5, 996.5)","(997.5, 1315.5)","(1316.5, 1767.5)","(1768.5, 2120.5)","(2121.5, 2345.5)"
"Time length, sec",224.0,436.0,188.0,135.0,318.0,451.0,352.0,224.0
Number of epochs,199,372,158,114,266,393,310,205
