,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 71.5)","(72.5, 116.5)","(117.5, 170.5)","(171.5, 255.5)","(256.5, 770.5)","(771.5, 927.5)","(928.5, 1059.5)","(1060.5, 1156.5)","(1161.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",63.0,44.0,53.0,84.0,514.0,156.0,131.0,96.0,77.0,65.0
Number of epochs,60,43,48,76,457,145,120,91,77,63
