,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 237.5)","(238.5, 411.5)","(412.5, 669.5)","(670.5, 736.5)","(737.5, 1104.5)","(1105.5, 1380.5)","(1381.5, 2120.5)","(2121.5, 2345.5)"
"Time length, sec",227.0,173.0,257.0,66.0,367.0,275.0,739.0,224.0
Number of epochs,201,147,221,54,314,231,644,205
