,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 301.5)","(302.5, 620.5)","(621.5, 809.5)","(810.5, 1087.5)","(1088.5, 1348.5)","(1349.5, 1912.5)","(1913.5, 2292.5)","(2293.5, 2345.5)"
"Time length, sec",291.0,318.0,188.0,277.0,260.0,563.0,379.0,52.0
Number of epochs,253,275,160,233,218,489,337,52
