name,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF,Source,Algorithm,Dimension,Stat
channel-0 landscape dim-1 max,4758,0.4888574777047985,0.1159505648465747,0.14133797110973959,0.10356012684368285,2499,1826,673,channel-0,landscape,dim-1,max
channel-0 landscape dim-1 mean,4758,0.4652667768159583,0.1107893234856196,0.11098240857804405,0.06916610877270421,2638,2980,-342,channel-0,landscape,dim-1,mean
channel-0 landscape dim-1 std,4758,0.7516110852215756,0.1734365544848599,0.1250698062479275,0.08512767132075857,1567,2435,-868,channel-0,landscape,dim-1,std
channel-0 landscape dim-1 sum,4758,0.4652667768159584,0.1107893234856196,0.11098240857804405,0.06916610877270421,2636,2979,-343,channel-0,landscape,dim-1,sum
channel-0 landscape dim-1 norm-1,4758,0.4652667768159584,0.1107893234856196,0.11098240857804405,0.06916610877270421,2635,2978,-343,channel-0,landscape,dim-1,norm-1
channel-0 landscape dim-1 norm-2,4758,0.5639970253162538,0.1323898110903842,0.12196900666241116,0.0816143463126196,2185,2547,-362,channel-0,landscape,dim-1,norm-2
channel-0 landscape dim-2 max,4609,0.4429164000090121,0.1058994437930874,0.1038707581726709,0.06110833575988354,2766,3299,-533,channel-0,landscape,dim-2,max
channel-0 landscape dim-2 mean,4610,0.581313700635719,0.1361784031001847,0.13268532290192403,0.09375634414287826,2130,2149,-19,channel-0,landscape,dim-2,mean
channel-0 landscape dim-2 std,4610,0.6480899003687002,0.1507878920514986,0.11425814138539958,0.07287763983902013,1899,2848,-949,channel-0,landscape,dim-2,std
channel-0 landscape dim-2 sum,4610,0.5813137006357191,0.1361784031001847,0.13268532290192403,0.09375634414287826,2129,2148,-19,channel-0,landscape,dim-2,sum
channel-0 landscape dim-2 norm-1,4610,0.5813137006357191,0.1361784031001847,0.13268532290192403,0.09375634414287826,2128,2147,-19,channel-0,landscape,dim-2,norm-1
channel-0 landscape dim-2 norm-2,4610,0.6492959556727516,0.1510517562981863,0.11594236412928728,0.07478592888582475,1890,2775,-885,channel-0,landscape,dim-2,norm-2
channel-0 silhouette-1 dim-1 max,4758,0.4903976630801506,0.1162875310308463,0.10855083999118319,0.06641104818603272,2488,3075,-587,channel-0,silhouette-1,dim-1,max
channel-0 silhouette-1 dim-1 mean,4758,1.3143673734008825,0.296557993070969,0.13744381631899746,0.09914789992138073,626,1961,-1335,channel-0,silhouette-1,dim-1,mean
channel-0 silhouette-1 dim-1 std,4758,0.5950495992970982,0.1391835824984168,0.11825471186063698,0.07740590766485037,2065,2694,-629,channel-0,silhouette-1,dim-1,std
channel-0 silhouette-1 dim-1 sum,4758,1.3143673734008805,0.2965579930709685,0.13744381631899746,0.09914789992138073,629,1962,-1333,channel-0,silhouette-1,dim-1,sum
channel-0 silhouette-1 dim-1 norm-1,4758,1.3143673734008805,0.2965579930709685,0.13744381631899746,0.09914789992138073,628,1960,-1332,channel-0,silhouette-1,dim-1,norm-1
channel-0 silhouette-1 dim-1 norm-2,4758,0.5950865037434888,0.1391916565592941,0.11929580175207832,0.07858550249207055,2064,2654,-590,channel-0,silhouette-1,dim-1,norm-2
channel-0 silhouette-1 dim-2 max,4610,1.745523747096391,0.3908876240320131,0.11063236682329701,0.06876949802217716,335,3008,-2673,channel-0,silhouette-1,dim-2,max
channel-0 silhouette-1 dim-2 mean,4610,2.310871149209944,0.5145759539738048,0.0877130440628583,0.04280102518053449,180,3902,-3722,channel-0,silhouette-1,dim-2,mean
channel-0 silhouette-1 dim-2 std,4610,1.303992679955851,0.2942881878130397,0.10200985293312138,0.05899985866048484,637,3398,-2761,channel-0,silhouette-1,dim-2,std
channel-0 silhouette-1 dim-2 sum,4610,2.310871149209943,0.5145759539738047,0.0877130440628583,0.04280102518053449,181,3899,-3718,channel-0,silhouette-1,dim-2,sum
channel-0 silhouette-1 dim-2 norm-1,4610,2.310871149209943,0.5145759539738047,0.0877130440628583,0.04280102518053449,182,3901,-3719,channel-0,silhouette-1,dim-2,norm-1
channel-0 silhouette-1 dim-2 norm-2,4610,1.31030986320645,0.2956702793257658,0.10025947232207248,0.057016610209574194,631,3473,-2842,channel-0,silhouette-1,dim-2,norm-2
channel-0 silhouette-2 dim-1 max,4758,0.7188506627810141,0.1662691350809466,0.09871961389208012,0.05527189147433064,1668,3507,-1839,channel-0,silhouette-2,dim-1,max
channel-0 silhouette-2 dim-1 mean,4758,1.445239111934124,0.3251904882681508,0.12733595394251795,0.08769530368394962,529,2341,-1812,channel-0,silhouette-2,dim-1,mean
channel-0 silhouette-2 dim-1 std,4758,1.0956553180326942,0.2487075408260424,0.11114607885419192,0.0693515534808902,883,2969,-2086,channel-0,silhouette-2,dim-1,std
channel-0 silhouette-2 dim-1 sum,4758,1.4452391119341244,0.3251904882681508,0.12733595394251795,0.08769530368394962,528,2339,-1811,channel-0,silhouette-2,dim-1,sum
channel-0 silhouette-2 dim-1 norm-1,4758,1.4452391119341244,0.3251904882681508,0.12733595394251795,0.08769530368394962,527,2338,-1811,channel-0,silhouette-2,dim-1,norm-1
channel-0 silhouette-2 dim-1 norm-2,4758,0.92426382799584,0.2112100179053732,0.10858850689496424,0.06645372623451132,1166,3074,-1908,channel-0,silhouette-2,dim-1,norm-2
channel-0 silhouette-2 dim-2 max,4610,0.7166135411047354,0.1657796911691483,0.08174377969671599,0.0360376194203817,1678,4126,-2448,channel-0,silhouette-2,dim-2,max
channel-0 silhouette-2 dim-2 mean,4610,2.0519476087205404,0.4579279174107613,0.10163683702482718,0.05857721731172915,219,3412,-3193,channel-0,silhouette-2,dim-2,mean
channel-0 silhouette-2 dim-2 std,4610,0.7723259634471202,0.1779686150958868,0.10150815282734581,0.05843141317421722,1516,3419,-1903,channel-0,silhouette-2,dim-2,std
channel-0 silhouette-2 dim-2 sum,4610,2.0519476087205404,0.4579279174107613,0.10163683702482718,0.05857721731172915,220,3413,-3193,channel-0,silhouette-2,dim-2,sum
channel-0 silhouette-2 dim-2 norm-1,4610,2.0519476087205404,0.4579279174107613,0.10163683702482718,0.05857721731172915,221,3414,-3193,channel-0,silhouette-2,dim-2,norm-1
channel-0 silhouette-2 dim-2 norm-2,4610,0.774687314063058,0.1784852381722474,0.10383837401271655,0.06107164326302993,1503,3300,-1797,channel-0,silhouette-2,dim-2,norm-2
channel-0 entropy dim-1,4758,0.351571843746077,0.0859148191690103,0.09823194872163953,0.05471934810877096,3292,3534,-242,channel-0,entropy,dim-1,
channel-0 entropy dim-2,4757,0.2147663702847246,0.0559841243854655,0.08899674771441361,0.04425551071488339,4082,3853,229,channel-0,entropy,dim-2,
channel-0 amplitude-bottleneck dim-1,4758,0.5271922738292258,0.1243375617507139,0.1041013433128913,0.0613695975787465,2335,3289,-954,channel-0,amplitude-bottleneck,dim-1,
channel-0 amplitude-bottleneck dim-2,4753,0.4934185338851404,0.1169484458302108,0.14976325506501684,0.11310629711505771,2478,1530,948,channel-0,amplitude-bottleneck,dim-2,
channel-0 amplitude-bottleneck norm-1,4756,0.3663707224979393,0.0891525604073813,0.11101269703349136,0.06920042675587151,3199,2976,223,channel-0,amplitude-bottleneck,norm-1,
channel-0 amplitude-bottleneck norm-2,4758,0.4341807197739979,0.1039882265572162,0.12574846424196223,0.08589661689000877,2816,2411,405,channel-0,amplitude-bottleneck,norm-2,
channel-0 amplitude-wasserstein-1 dim-1,4758,0.2605038679071489,0.0659907056052339,0.17180622954187127,0.1380818336976343,3816,889,2927,channel-0,amplitude-wasserstein-1,dim-1,
channel-0 amplitude-wasserstein-1 dim-2,4758,0.2544493994229018,0.0646660915843644,0.1517384575051908,0.11534427733203609,3871,1458,2413,channel-0,amplitude-wasserstein-1,dim-2,
channel-0 amplitude-wasserstein-1 norm-1,4758,0.2706836758461277,0.068217873251876,0.14299079606375442,0.10543284098881503,3759,1748,2011,channel-0,amplitude-wasserstein-1,norm-1,
channel-0 amplitude-wasserstein-1 norm-2,4758,0.3487815241713055,0.0853043450306008,0.17569874337679678,0.14249220135397975,3314,823,2491,channel-0,amplitude-wasserstein-1,norm-2,
channel-0 amplitude-wasserstein-2 dim-1,4758,0.4822613297485197,0.1145074406335493,0.17806244141396563,0.1451703620014669,2533,785,1748,channel-0,amplitude-wasserstein-2,dim-1,
channel-0 amplitude-wasserstein-2 dim-2,4758,0.2304039034695582,0.0594053488517148,0.1717387453969892,0.1380053715699384,3991,896,3095,channel-0,amplitude-wasserstein-2,dim-2,
channel-0 amplitude-wasserstein-2 norm-1,4758,0.3091543449606006,0.0766345968393962,0.17114151271574518,0.1373286840069971,3545,908,2637,channel-0,amplitude-wasserstein-2,norm-1,
channel-0 amplitude-wasserstein-2 norm-2,4758,0.3023649353219305,0.0751491902798926,0.17759747082577604,0.14464353246912112,3571,791,2780,channel-0,amplitude-wasserstein-2,norm-2,
channel-0 amplitude-landscape-1-1 dim-1,4758,0.4652667768159583,0.1107893234856196,0.11098240857804405,0.06916610877270421,2637,2981,-344,channel-0,amplitude-landscape-1-1,dim-1,
channel-0 amplitude-landscape-1-1 dim-2,4610,0.5813137006357194,0.1361784031001848,0.13268532290192403,0.09375634414287826,2127,2150,-23,channel-0,amplitude-landscape-1-1,dim-2,
channel-0 amplitude-landscape-1-1 norm-1,4758,0.846017957753361,0.1940911614660356,0.1462333532285006,0.10910678277803451,1326,1638,-312,channel-0,amplitude-landscape-1-1,norm-1,
channel-0 amplitude-landscape-1-1 norm-2,4758,0.4985253732814841,0.1180657348349064,0.10968178869248242,0.06769245649560435,2458,3039,-581,channel-0,amplitude-landscape-1-1,norm-2,
channel-0 amplitude-landscape-1-2 dim-1,4758,0.4685921904981485,0.111516867051183,0.12659419760387491,0.0868548652671384,2611,2371,240,channel-0,amplitude-landscape-1-2,dim-1,
channel-0 amplitude-landscape-1-2 dim-2,4610,0.4739324141459816,0.1126852165333718,0.1263623314709507,0.08659215203434897,2574,2383,191,channel-0,amplitude-landscape-1-2,dim-2,
channel-0 amplitude-landscape-1-2 norm-1,4758,0.4992453112195198,0.1182232449267269,0.13619454662612526,0.09773242938456203,2450,2008,442,channel-0,amplitude-landscape-1-2,norm-1,
channel-0 amplitude-landscape-1-2 norm-2,4758,0.7796496454304934,0.1795709112949348,0.12415330044684264,0.0840892350522244,1490,2477,-987,channel-0,amplitude-landscape-1-2,norm-2,
channel-0 amplitude-landscape-2-1 dim-1,4758,0.563997025316254,0.1323898110903842,0.12196900666241116,0.0816143463126196,2184,2548,-364,channel-0,amplitude-landscape-2-1,dim-1,
channel-0 amplitude-landscape-2-1 dim-2,4610,0.6492959556727516,0.1510517562981863,0.11594236412928728,0.07478592888582475,1891,2776,-885,channel-0,amplitude-landscape-2-1,dim-2,
channel-0 amplitude-landscape-2-1 norm-1,4758,0.7941483137526468,0.1827429716324243,0.13135701583257745,0.09225132122329927,1455,2189,-734,channel-0,amplitude-landscape-2-1,norm-1,
channel-0 amplitude-landscape-2-1 norm-2,4758,0.7564610344422524,0.174497640318394,0.12326838449314843,0.08308659129390578,1555,2500,-945,channel-0,amplitude-landscape-2-1,norm-2,
channel-0 amplitude-landscape-2-2 dim-1,4758,0.4265458822575446,0.1023178548561053,0.12442206670894877,0.08439375754842574,2855,2469,386,channel-0,amplitude-landscape-2-2,dim-1,
channel-0 amplitude-landscape-2-2 dim-2,4610,0.4574680384260436,0.1090830930802171,0.1158096595641493,0.0746355695173666,2689,2779,-90,channel-0,amplitude-landscape-2-2,dim-2,
channel-0 amplitude-landscape-2-2 norm-1,4758,0.8105453904051408,0.1863303712021267,0.13618282345237695,0.09771914657850869,1407,2011,-604,channel-0,amplitude-landscape-2-2,norm-1,
channel-0 amplitude-landscape-2-2 norm-2,4758,0.7015839753620018,0.1624914795677165,0.12856177602024021,0.08908420717236173,1726,2291,-565,channel-0,amplitude-landscape-2-2,norm-2,
channel-0 amplitude-silhouette-1-1 dim-1,4758,1.3143673734008814,0.2965579930709687,0.13744381631899746,0.09914789992138073,627,1963,-1336,channel-0,amplitude-silhouette-1-1,dim-1,
channel-0 amplitude-silhouette-1-1 dim-2,4610,2.310871149209943,0.5145759539738047,0.0877130440628583,0.04280102518053449,183,3900,-3717,channel-0,amplitude-silhouette-1-1,dim-2,
channel-0 amplitude-silhouette-1-1 norm-1,4758,1.058064743458854,0.2404833668522902,0.1554513543352455,0.11955113202416187,946,1334,-388,channel-0,amplitude-silhouette-1-1,norm-1,
channel-0 amplitude-silhouette-1-1 norm-2,4758,1.078097355176873,0.2448661592353646,0.14188885889271144,0.10418430385713243,913,1797,-884,channel-0,amplitude-silhouette-1-1,norm-2,
channel-0 amplitude-silhouette-1-2 dim-1,4758,1.445239111934124,0.3251904882681508,0.12733595394251795,0.08769530368394962,530,2340,-1810,channel-0,amplitude-silhouette-1-2,dim-1,
channel-0 amplitude-silhouette-1-2 dim-2,4610,2.0519476087205404,0.4579279174107613,0.10163683702482718,0.05857721731172915,218,3411,-3193,channel-0,amplitude-silhouette-1-2,dim-2,
channel-0 amplitude-silhouette-1-2 norm-1,4758,1.1108016764728963,0.2520213046695916,0.12963247380669288,0.09029734888164018,867,2250,-1383,channel-0,amplitude-silhouette-1-2,norm-1,
channel-0 amplitude-silhouette-1-2 norm-2,4758,1.2553414139676258,0.2836441239734595,0.12527534834042717,0.08536055840484402,682,2431,-1749,channel-0,amplitude-silhouette-1-2,norm-2,
channel-0 amplitude-silhouette-2-1 dim-1,4758,0.595086503743489,0.1391916565592941,0.11929580175207832,0.07858550249207055,2063,2655,-592,channel-0,amplitude-silhouette-2-1,dim-1,
channel-0 amplitude-silhouette-2-1 dim-2,4610,1.3103098632064494,0.2956702793257656,0.10025947232207248,0.057016610209574194,632,3474,-2842,channel-0,amplitude-silhouette-2-1,dim-2,
channel-0 amplitude-silhouette-2-1 norm-1,4758,0.5609244631401984,0.1317175871042513,0.14699066748002748,0.10996484890760233,2197,1605,592,channel-0,amplitude-silhouette-2-1,norm-1,
channel-0 amplitude-silhouette-2-1 norm-2,4758,0.5015348761674473,0.1187241625282648,0.11837459405553007,0.0775417387954129,2441,2684,-243,channel-0,amplitude-silhouette-2-1,norm-2,
channel-0 amplitude-silhouette-2-2 dim-1,4758,0.9242638279958404,0.2112100179053732,0.10858850689496424,0.06645372623451132,1165,3073,-1908,channel-0,amplitude-silhouette-2-2,dim-1,
channel-0 amplitude-silhouette-2-2 dim-2,4610,0.7746873140630579,0.1784852381722473,0.10383837401271655,0.06107164326302993,1504,3301,-1797,channel-0,amplitude-silhouette-2-2,dim-2,
channel-0 amplitude-silhouette-2-2 norm-1,4758,0.7805733012199656,0.1797729913639574,0.11719035074073425,0.07619994564211541,1485,2729,-1244,channel-0,amplitude-silhouette-2-2,norm-1,
channel-0 amplitude-silhouette-2-2 norm-2,4758,0.9075837445607976,0.2075607012981736,0.10375532427707197,0.060977544723246103,1199,3305,-2106,channel-0,amplitude-silhouette-2-2,norm-2,
channel-0 life all max,4758,0.6284379555513891,0.1464883830673338,0.10410602956693647,0.0613749072845425,1957,3288,-1331,channel-0,life,all,max
channel-0 life all mean,4758,0.3272314736008679,0.0805895630129358,0.17766415977110425,0.14471909360518498,3437,789,2648,channel-0,life,all,mean
channel-0 life all std,4758,0.2579745568325812,0.0654373356568676,0.1366966633955259,0.09830134696671772,3833,2001,1832,channel-0,life,all,std
channel-0 life all sum,4758,0.2706836758461277,0.068217873251876,0.14299079606375442,0.10543284098881503,3761,1747,2014,channel-0,life,all,sum
channel-0 life all norm-1,4758,0.2706836758461277,0.068217873251876,0.14299079606375442,0.10543284098881503,3760,1746,2014,channel-0,life,all,norm-1
channel-0 life all norm-2,4758,0.3023649353219303,0.0751491902798925,0.17759747082577604,0.14464353246912112,3572,792,2780,channel-0,life,all,norm-2
channel-0 life dim-1 max,4758,0.5271922738292258,0.1243375617507139,0.1041013433128913,0.0613695975787465,2334,3290,-956,channel-0,life,dim-1,max
