,St_len_min,K_nb_max,N_cl_max,N_stages,Cl_cen,St_edges,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,AMI,ARI,FMI
0,0,35,15,10,Median,"[0, 17, 195, 262, 466, 684, 859, 949, 1046, 1120, 1180]",97877.16709527375,43.88917161219925,-0.02830878858258862,23.532337158659715,6.823848738208707,0.05863226651979771,13.43687748447142,4.403941421203189,0.8528116653866481,0.7861929613071649,0.8136296962617432
