,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(21.5, 153.5)","(154.5, 366.5)","(367.5, 594.5)","(595.5, 639.5)","(640.5, 995.5)","(996.5, 1044.5)","(1045.5, 1121.5)","(1122.5, 1204.5)","(1205.5, 1451.5)"
"Time length, sec",132.0,212.0,227.0,44.0,355.0,48.0,76.0,82.0,246.0
Number of epochs,120,199,215,44,336,43,76,80,230
