,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 455.5)","(456.5, 626.5)","(627.5, 762.5)","(763.5, 1170.5)","(1171.5, 1333.5)","(1334.5, 1502.5)","(1503.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",445.0,170.0,135.0,407.0,162.0,168.0,541.0,300.0
Number of epochs,388,145,113,348,131,150,471,271
