,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 184.5)","(186.5, 320.5)","(321.5, 457.5)","(458.5, 549.5)","(550.5, 771.5)","(772.5, 849.5)","(850.5, 955.5)","(957.5, 1046.5)","(1047.5, 1225.5)","(1226.5, 1304.5)"
"Time length, sec",176.0,134.0,136.0,91.0,221.0,77.0,105.0,89.0,178.0,78.0
Number of epochs,164,122,119,77,203,72,100,81,166,76
