,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 184.5)","(186.5, 344.5)","(345.5, 402.5)","(403.5, 501.5)","(502.5, 771.5)","(772.5, 887.5)","(888.5, 955.5)","(957.5, 1046.5)","(1047.5, 1214.5)","(1215.5, 1304.5)"
"Time length, sec",176.0,158.0,57.0,98.0,269.0,115.0,67.0,89.0,167.0,89.0
Number of epochs,164,142,52,86,241,106,66,81,156,86
