,Feature,IV,IVs
20,feature-0 betti-2 kurtosis,0.291772110200497,"[1.0953817590212453, 0.023881712851195815, 0.11353455182285542, 0.38069000143508036, 0.2580384393697922, 0.1635159775182196, 0.04324332696191965, 0.33346358408504123, 0.21419963873912298]"
21,feature-0 betti-2 skew,0.14636456421874383,"[0.5240662832886392, 0.01660073579437775, 0.013916932934726838, 0.026661011900570523, 0.11091029893836875, 0.07425613142421522, 0.0387436339757197, 0.14528673130350167, 0.36683931840857487]"
22,feature-0 entropy-1,0.6185435527741361,"[1.3631596495883804, 0.207923057015231, 0.21468346736412813, 0.479310114145113, 2.008745272456984, 0.6346535858254101, 0.2893673104151549, 0.197916183238906, 0.17113333491791874]"
23,feature-0 entropy-2,0.4318175892052499,"[2.034532415037727, 0.05666882151919689, 0.07977266655073706, 0.25867043848633725, 0.3495636192223667, 0.11666298644889506, 0.1866008055302427, 0.4377663313381177, 0.3661202187136289]"
24,feature-0 numberofpoints-1,0.5411844135949357,"[1.287027854338691, 0.1770627197512165, 0.15035223475657117, 0.4013712904560517, 1.6867110663745353, 0.5045653044305537, 0.2716542959239687, 0.17379526325403546, 0.21811969306879772]"
25,feature-0 numberofpoints-2,0.4797363590678929,"[2.259839792199899, 0.06875686802190806, 0.11292601317928372, 0.22457374669156158, 0.43752139659733585, 0.1127651532415844, 0.2100343786729496, 0.6039812004196566, 0.28722868258685746]"
26,feature-0 bottleneck-amplitude-1,0.6689917045162319,"[1.6617124228849867, 0.2517223575073206, 0.46648057861564673, 0.39561626963366225, 1.1834109070041912, 0.33628177285294386, 0.2579342571089034, 1.0588373584780248, 0.40892941656040827]"
27,feature-0 bottleneck-amplitude-2,0.25025335155447725,"[0.4945307766479928, 0.032761202302918666, 0.07780694061350021, 0.18008560380735122, 0.6160298422107143, 0.1714107789476513, 0.21979947525808308, 0.25149175168691384, 0.20836379251516976]"
28,feature-0 bottleneck-amplitude-norm,0.6830776629781872,"[1.7265590108369238, 0.27207930319307083, 0.4092695362043717, 0.4489681827395455, 1.1777474977359417, 0.28740406864170254, 0.24023216782603868, 1.224939324706966, 0.3604998749191236]"
29,feature-0 wasserstein-amplitude-1,0.6466758862793264,"[1.0909070408067563, 0.40117616030648173, 0.2516962775880224, 0.6543842828974926, 0.9261627653435734, 0.3898743579202207, 0.28017586083755047, 1.3382088390134925, 0.4874973918003474]"
30,feature-0 wasserstein-amplitude-2,0.2593692023395113,"[0.6468511807254285, 0.06925959728624469, 0.11122905757659994, 0.19467429120954, 0.7109154462528527, 0.11229884893213771, 0.12916980428867056, 0.2519511050889899, 0.10797348969513765]"
31,feature-0 wasserstein-amplitude-norm,0.6427358153901648,"[0.9877910045807233, 0.4012336341279859, 0.268420364967945, 0.6522542252165777, 0.9201608953543938, 0.39793429373536016, 0.3023925917085728, 1.3335227679702288, 0.5209125608496948]"
32,feature-0 betti-amplitude-1,0.623698670960313,"[0.775248727212144, 0.3598201818017362, 0.1831479411226818, 0.12176297488916402, 1.9754288527846073, 0.8265141621930522, 0.411980067525141, 0.610023139646862, 0.3493619914674285]"
33,feature-0 betti-amplitude-2,0.37331714433821567,"[1.8557643685554983, 0.04984070212496307, 0.1803846002256251, 0.14444087232997257, 0.5345894344766696, 0.07095692981603921, 0.11347231822796199, 0.21745816684719363, 0.19294690644001788]"
34,feature-0 betti-amplitude-norm,0.6069267965852825,"[0.7521586109911312, 0.34380669169653516, 0.1648709339759908, 0.12012356267567703, 1.9248253611032196, 0.8283497282229476, 0.39332560897322794, 0.6065117587485226, 0.3283689128802905]"
35,feature-0 landscape-amplitude-1,0.664360861196287,"[1.6909719575088205, 0.25528809086503035, 0.34153385792176616, 0.46939583721991984, 1.2543474518269853, 0.35979288957371686, 0.23877963484896825, 0.9622710064982578, 0.40686702450311873]"
36,feature-0 landscape-amplitude-2,0.20746676055341592,"[0.4439777005550807, 0.05887736255436815, 0.07115625857200138, 0.14451287217649725, 0.5599370801305843, 0.1078466849046205, 0.11217786162946423, 0.1745318122060717, 0.19418321225205526]"
37,feature-0 landscape-amplitude-norm,0.6568862056802133,"[1.6909719575088205, 0.23461835256648852, 0.3408402666417263, 0.46939583721991984, 1.2628458404107132, 0.3479286915488015, 0.2420693251309698, 0.9734091515468433, 0.3498964285476367]"
38,feature-0 silhouette-amplitude-1,0.7242822384076609,"[1.8984690865265619, 0.1681938005030965, 0.31984696261605955, 0.6177325912538966, 1.3676780192039741, 0.40920477185863435, 0.4486681643907375, 0.8225047157683094, 0.4662420335476788]"
39,feature-0 silhouette-amplitude-2,0.23366249078468254,"[0.51255911324565, 0.036487458509618334, 0.06216261983867739, 0.21228572432791093, 0.4675500319832476, 0.18098523000168473, 0.1937294602000432, 0.2658165270321855, 0.1713862519231254]"
40,feature-0 silhouette-amplitude-norm,0.7442372914569942,"[1.892510217203205, 0.16367535005466613, 0.27145717051707874, 0.7965945794140142, 1.404158326541952, 0.35523950876759636, 0.46291709456028296, 0.9048448629800115, 0.4467385130741419]"
41,feature-0 life-all max,0.6689917045162319,"[1.6617124228849867, 0.2517223575073206, 0.46648057861564673, 0.39561626963366225, 1.1834109070041912, 0.33628177285294386, 0.2579342571089034, 1.0588373584780248, 0.40892941656040827]"
42,feature-0 life-all mean,0.6141062522569173,"[1.1074177942551904, 0.20718866234982675, 0.14454135845761212, 0.6032241712195002, 0.728450395304089, 0.3795662903607939, 0.4214528386492746, 1.241576869024341, 0.6935378906916271]"
43,feature-0 life-all std,0.7254812362464212,"[1.904782053352946, 0.19136000957055865, 0.30358399323983354, 0.6201946919652523, 1.320536785089614, 0.3484377969511339, 0.3379938952262092, 0.9212058036428709, 0.5812360971793731]"
44,feature-0 life-all sum,0.5223178486220242,"[0.2436966133615915, 0.3434078995113003, 0.11801737566866674, 0.5013029454410278, 0.6477642113365729, 0.5877312649160847, 0.19246696327705723, 1.5467590224527847, 0.5197143416331328]"
45,feature-0 life-all norm,0.6427358153901648,"[0.9877910045807233, 0.4012336341279859, 0.268420364967945, 0.6522542252165777, 0.9201608953543938, 0.39793429373536016, 0.3023925917085728, 1.3335227679702288, 0.5209125608496948]"
46,feature-0 life-all percentile-25,0.34055249281729216,"[0.5339844132266623, 0.1869133757871175, 0.06786317159865696, 0.14814379599593275, 0.2854926784208267, 0.3324384510465463, 0.13240825674899537, 0.9723061919989651, 0.4054221005319262]"
47,feature-0 life-all median,0.4355145123124935,"[0.4902546015929243, 0.14825507706017838, 0.076512877489334, 0.33553085272397787, 0.3474794674657335, 0.467383256064592, 0.22428235562435261, 1.2249178531118097, 0.6050142696795394]"
48,feature-0 life-all percentile-75,0.5232293764211975,"[0.8043105344589513, 0.2297179203176576, 0.06617200160451214, 0.48004359676017094, 0.3242220213900908, 0.43539606144869164, 0.11969354534512278, 1.3745440387684016, 0.87496466769718]"
49,feature-0 life-all percentile-90,0.5409118290347656,"[1.0376376585811813, 0.1313848514714234, 0.15498447699913445, 0.8185899661365516, 0.28879508896223205, 0.39920142349050375, 0.3971518590138437, 0.8957409116365649, 0.7447202250214556]"
50,feature-0 life-all kurtosis,0.236104613773252,"[1.2271317956758607, 0.06118731507927769, 0.028956195490673214, 0.06302159749255097, 0.25622772517835474, 0.1005130539855978, 0.0639737354242012, 0.1650178502642556, 0.15891225536849643]"
51,feature-0 life-all skew,0.29236407924819713,"[1.3816018807123682, 0.08949384345875823, 0.05854387920940261, 0.1178441585568172, 0.41279194904290334, 0.09042741528740623, 0.07484533012092141, 0.21145631869851575, 0.19427193814668098]"
52,feature-0 life-1 max,0.6689917045162319,"[1.6617124228849867, 0.2517223575073206, 0.46648057861564673, 0.39561626963366225, 1.1834109070041912, 0.33628177285294386, 0.2579342571089034, 1.0588373584780248, 0.40892941656040827]"
53,feature-0 life-1 mean,0.5705344190582635,"[0.9583324846123559, 0.08239412685629181, 0.16757283045420157, 0.6920151260914684, 0.6843894954537579, 0.4170869854286157, 0.4578184307897083, 1.0977776093991753, 0.5774226824387967]"
54,feature-0 life-1 std,0.6978397828341633,"[1.814764919785338, 0.19758001757543533, 0.2806686551796922, 0.6298451658965162, 1.3011300127115855, 0.3601554791458247, 0.32758636941986363, 0.8418689370946963, 0.526958488698517]"
55,feature-0 life-1 sum,0.5538783758558005,"[0.2764635392827959, 0.41068605945060255, 0.1186248596812496, 0.5859181790608929, 0.49458760533396623, 0.6167441740832688, 0.2070698314321944, 1.7457358593824261, 0.5290752749948083]"
56,feature-0 life-1 norm,0.6466758862793264,"[1.0909070408067563, 0.40117616030648173, 0.2516962775880224, 0.6543842828974926, 0.9261627653435734, 0.3898743579202207, 0.28017586083755047, 1.3382088390134925, 0.4874973918003474]"
57,feature-0 life-1 percentile-25,0.23875446821943008,"[0.29839891645174504, 0.09533085031913897, 0.025196816745558424, 0.180335731311667, 0.21276545730547475, 0.18126056264762622, 0.1526115395099075, 0.6952377099493787, 0.30765262973437385]"
58,feature-0 life-1 median,0.32030084290219696,"[0.24038339781456725, 0.08832222726802376, 0.07670210624314099, 0.21147873613117696, 0.33499183651622977, 0.3013275426342551, 0.23594878494200597, 0.9682468450287114, 0.42530610954166165]"
59,feature-0 life-1 percentile-75,0.4618108392546632,"[0.7542633871263902, 0.16398435984212614, 0.10424884994301221, 0.37824485589625473, 0.360083008508541, 0.39629128464400126, 0.10144032157063862, 1.3027744933870276, 0.5949669923739768]"
60,feature-0 life-1 percentile-90,0.5047710975784243,"[0.9366030004719575, 0.09779163651125738, 0.1447578406412148, 0.7416799562630452, 0.38722616717503344, 0.4418144129502378, 0.46560192037571635, 0.7728617600235096, 0.5546031837938473]"
61,feature-0 life-1 kurtosis,0.2545994238120861,"[1.3839855756176007, 0.057559140535934354, 0.028402323476804985, 0.06374828861168655, 0.1560829138591487, 0.08173548288590728, 0.08423599985602223, 0.17684632943676934, 0.25879876002890084]"
62,feature-0 life-1 skew,0.3143921636843378,"[1.5790517373380637, 0.07066548673032423, 0.058167728234467996, 0.16228792464486408, 0.30729227553216665, 0.13574180797992116, 0.09915465865674666, 0.20757644766586064, 0.20959140637662535]"
63,feature-0 life-2 max,0.25025335155447725,"[0.4945307766479928, 0.032761202302918666, 0.07780694061350021, 0.18008560380735122, 0.6160298422107143, 0.1714107789476513, 0.21979947525808308, 0.25149175168691384, 0.20836379251516976]"
64,feature-0 life-2 mean,0.24392486059529345,"[0.44768541705428383, 0.08158574864011257, 0.03972948051093448, 0.10733588005865624, 0.5740056815665914, 0.263085516160676, 0.13076790972674296, 0.3187000445108337, 0.23242806712880984]"
65,feature-0 life-2 std,0.29352223176660114,"[0.8077029225501487, 0.016361625478705923, 0.10097397964434202, 0.19318861544335528, 0.6195028177287037, 0.21159314584986263, 0.21168450181599824, 0.2561947860677181, 0.2244976913205753]"
66,feature-0 life-2 sum,0.31636455055671037,"[1.4363507496331536, 0.012819663784201091, 0.15537389441533772, 0.1251333235388563, 0.6379719547920455, 0.045084806735885496, 0.17052259189756416, 0.12947226915110346, 0.13455170106224631]"
67,feature-0 life-2 norm,0.2593692023395113,"[0.6468511807254285, 0.06925959728624469, 0.11122905757659994, 0.19467429120954, 0.7109154462528527, 0.11229884893213771, 0.12916980428867056, 0.2519511050889899, 0.10797348969513765]"
68,feature-0 life-2 percentile-25,0.14227537390248104,"[0.3863057850044418, 0.019896225122282216, 0.03357033428507151, 0.06040031443315554, 0.10027297867402638, 0.1822177838251088, 0.15296182859938567, 0.19674391239842104, 0.1481092027804365]"
69,feature-0 life-2 median,0.22198408931219932,"[0.5514938056500371, 0.05010650313794872, 0.036876332028587595, 0.17047575543674598, 0.20211654676762736, 0.1860208570657164, 0.3755890767046104, 0.23092213809362722, 0.19425578892489292]"
70,feature-0 life-2 percentile-75,0.2321172461650889,"[0.5924902455134669, 0.12057110552324984, 0.030511541224820346, 0.08268433250470068, 0.3670280442337, 0.20939795471833494, 0.10301320642260647, 0.35159068195017273, 0.23176810339474788]"
71,feature-0 life-2 percentile-90,0.21433174312242864,"[0.3605548694860033, 0.04281147722078752, 0.06322780235433674, 0.1870470789524265, 0.522944670061186, 0.14395180206618002, 0.10558677380677321, 0.2639427063087899, 0.23891850784537463]"
72,feature-0 life-2 kurtosis,0.1993369255496865,"[0.6735273921927086, 0.11781802894920863, 0.07802412005412193, 0.1178441585568172, 0.26149311733998276, 0.04213360771663265, 0.11054123311494134, 0.08859716209787623, 0.30405350992488894]"
73,feature-0 life-2 skew,0.19895977836631698,"[0.7023236317893187, 0.04603321980471093, 0.03160530412571938, 0.09964480555059134, 0.3308686615903714, 0.08192202255916459, 0.15989942301468033, 0.17547181023472383, 0.1628691266275724]"
74,feature-0 bd2-all max,0.41613996708088274,"[0.8233578280269621, 0.12664177610108646, 0.16555095462929226, 0.4534353123636738, 0.5750469082775043, 0.09636130186006654, 0.11934490651018624, 0.9411291744471214, 0.44439154151205157]"
75,feature-0 bd2-all mean,0.46718635469759384,"[0.7297107921208599, 0.16849115280163562, 0.17426462833426598, 0.3994081339396132, 0.13113280070769076, 0.4953656233539709, 0.13302540987394862, 1.3223529056176981, 0.6509257455286623]"
76,feature-0 bd2-all std,0.4676984469698757,"[1.215911285317259, 0.07983836893961771, 0.16828162339953515, 0.5580233562301238, 0.7440385863774239, 0.303438655975634, 0.1551006872824966, 0.6140217365279856, 0.3706317226788058]"
77,feature-0 bd2-all sum,0.5887465974505035,"[0.8863965625731475, 0.40884950094121364, 0.14137022239370062, 0.22625905324117504, 1.7746220236021855, 0.6816412425050701, 0.19566220546020904, 0.8423102584585945, 0.14160830787923648]"
78,feature-0 bd2-all norm,0.5389511261919355,"[0.5016909663931579, 0.25382618576014226, 0.10819875894298692, 0.42743266602668084, 0.6704032453088744, 0.6147864403200378, 0.2579620834253866, 1.4863959316362307, 0.5298638579139232]"
79,feature-0 bd2-all percentile-25,0.4629688540480634,"[0.22949873827330933, 0.280279338098029, 0.14360459558093344, 0.32879763443964777, 0.4221800425321107, 0.734563933982253, 0.15293352189502463, 1.2544384250789335, 0.6204234565523293]"
80,feature-0 bd2-all median,0.41795003376407786,"[0.29108929037548564, 0.18306047053769886, 0.13206248961857509, 0.3281113930602194, 0.22165001938275886, 0.5773484163602725, 0.13707911308412968, 1.1414483687603414, 0.7497007426972196]"
81,feature-0 bd2-all percentile-75,0.41088860660860316,"[0.5015308532266652, 0.1594948265039438, 0.11568025032131315, 0.4994983495641945, 0.17077428381285858, 0.45769452210165845, 0.13745003244512627, 1.0804098931948594, 0.5754644483068094]"
82,feature-0 bd2-all percentile-90,0.4117148552647516,"[0.6722233141159586, 0.082430781976469, 0.09480333612587014, 0.5905871694183774, 0.188282639053804, 0.2533142111860179, 0.1047111669220762, 1.1869848114654336, 0.5320962671187573]"
83,feature-0 bd2-all kurtosis,0.14514337168074606,"[0.42186426642468, 0.08745945992168833, 0.008893512120375471, 0.10599014469829873, 0.19231889649090228, 0.09666896130565764, 0.0965712814056659, 0.23655431627298187, 0.05996950648646427]"
84,feature-0 bd2-all skew,0.2097044581426229,"[0.7137435804121695, 0.03350435616749722, 0.05578771177509038, 0.0837222410583251, 0.38556838702909546, 0.048869531292335115, 0.11633684147251282, 0.2803559982170797, 0.16945147585950063]"
85,feature-0 bd2-1 max,0.4120341835377801,"[0.9515571031759812, 0.10721085030171887, 0.11862646686775474, 0.5160969334096652, 0.47352516096075076, 0.17449802362127445, 0.13822535796199617, 0.8608440455675141, 0.3677237099733651]"
86,feature-0 bd2-1 mean,0.49852378915662776,"[0.7055337562215034, 0.17557029629314058, 0.1672001879704005, 0.4555430847167931, 0.1169616980857263, 0.5402827700368734, 0.1411398683236089, 1.4608802390755486, 0.7236022016860553]"
87,feature-0 bd2-1 std,0.4473362454779884,"[1.2011574461948293, 0.09069850807755593, 0.10146545775346388, 0.513593879982122, 0.7211752712058163, 0.21360660913719057, 0.0808620992008346, 0.6452102718496107, 0.45825666590047187]"
88,feature-0 bd2-1 sum,0.7270792436348043,"[0.6096630021764514, 0.704517379060729, 0.203039952983262, 0.27083305253803047, 2.2446076675020654, 0.9944258923715135, 0.18293640803747907, 1.0618094915444782, 0.2718803464992296]"
89,feature-0 bd2-1 norm,0.6599260608552885,"[0.25416017643999905, 0.5517328139048112, 0.108760340566072, 0.5357990660994197, 1.1116801796780147, 0.756524755397426, 0.27814525320047445, 1.6764026077533254, 0.6661293546580542]"
90,feature-0 bd2-1 percentile-25,0.49855160308047597,"[0.2513501066125718, 0.34755236389393035, 0.17701075348314688, 0.31274632287789317, 0.5079082019644031, 0.6887429995000236, 0.14758107968819945, 1.4077037842621025, 0.6463688154420135]"
91,feature-0 bd2-1 median,0.4565492060288169,"[0.44998138657791403, 0.19936458042473484, 0.16019628242933784, 0.38980783295840093, 0.2270605199330672, 0.5708800194098181, 0.1319155272938414, 1.210423088319279, 0.769313616912958]"
92,feature-0 bd2-1 percentile-75,0.4615981732900987,"[0.5907227298299932, 0.16932607196627503, 0.1658362989152878, 0.47657456803778175, 0.19596250540930896, 0.5165772897694514, 0.17596190001503487, 1.2334691894159686, 0.6299530062517869]"
93,feature-0 bd2-1 percentile-90,0.42004835336003404,"[0.6599773885533038, 0.15910568737120437, 0.101735652394396, 0.5233412848758503, 0.25260529657887076, 0.2805377135637827, 0.077910005380481, 1.153590902500891, 0.5716312490215264]"
94,feature-0 bd2-1 kurtosis,0.2010236082523116,"[0.5269384211668537, 0.10087113378991386, 0.04733494220811978, 0.19086430838230167, 0.27769854442639036, 0.1821456734500254, 0.21112781643507025, 0.16951424922711447, 0.102717385185015]"
95,feature-0 bd2-1 skew,0.19576816660624413,"[0.36398175378411834, 0.05651154065929419, 0.03963681987720823, 0.24436205216445644, 0.5126053014307335, 0.14468080477811382, 0.11311113950494099, 0.07787118792946615, 0.2091528993278656]"
96,feature-0 bd2-2 max,0.40024075817976656,"[0.9353828542837931, 0.13170872158037086, 0.13896506973957035, 0.44872084300278187, 0.46750754130800853, 0.08999266359390745, 0.22808829495155244, 0.817406530217718, 0.34439430494019657]"
97,feature-0 bd2-2 mean,0.3958561251179474,"[0.6834581360867171, 0.09015356140747838, 0.0752274835129042, 0.45531786204797686, 0.2968049426645356, 0.23317257843825057, 0.15618875062664012, 1.0158462094443914, 0.5565356018326318]"
98,feature-0 bd2-2 std,0.38848456512119584,"[1.245270259392591, 0.06403609370563128, 0.08806210840558233, 0.3609838651304348, 0.45749699394093524, 0.17557203826193113, 0.17208165091145358, 0.49478851448123473, 0.43806956186096807]"
99,feature-0 bd2-2 sum,0.2935967492413673,"[1.3704390439592216, 0.042534358484229956, 0.0857623427830654, 0.2349553325734146, 0.4326333320045663, 0.07831459074151483, 0.09705009012419145, 0.193994377097536, 0.10668727540456564]"
100,feature-0 bd2-2 norm,0.2082859508393196,"[0.5062040788445578, 0.05702388705000109, 0.07946481318269055, 0.24159319796964118, 0.3769135920188533, 0.04138747201427109, 0.11504685974128832, 0.2661273410580601, 0.19081231567451326]"
101,feature-0 bd2-2 percentile-25,0.3401577406633347,"[0.45015811985795323, 0.10476992153605938, 0.06425986791034026, 0.21069506543385355, 0.31998029817833223, 0.31055040955990887, 0.09808307671473294, 1.0083456371088655, 0.4945772696699662]"
102,feature-0 bd2-2 median,0.3601487404565177,"[0.48122374274708274, 0.10883509494562157, 0.07667091781832315, 0.38730283491517464, 0.21210126400582788, 0.340837364905136, 0.16780215063031306, 0.9049502732570458, 0.5616150208841342]"
103,feature-0 bd2-2 percentile-75,0.41679628703569793,"[0.6592677855458928, 0.0908531390121475, 0.09159051999020966, 0.6248317778664519, 0.2797649593852633, 0.3000884023645633, 0.23583993692533492, 0.8544326312730814, 0.6144974309583369]"
104,feature-0 bd2-2 percentile-90,0.452963988436653,"[0.8967379669099868, 0.12779254091226813, 0.1790804323625595, 0.6531235086385457, 0.5042606043914243, 0.17618646780339434, 0.20159490975311595, 0.8897039811278477, 0.44819548403073445]"
105,feature-0 bd2-2 kurtosis,0.18786915372775143,"[0.6137219051399243, 0.13213739882890518, 0.031137293634624225, 0.20980987431917647, 0.2532086271516926, 0.08876802656626576, 0.07748130183305656, 0.1976376439313679, 0.08692031214474985]"
106,feature-0 bd2-2 skew,0.15872538992398347,"[0.32700130692043855, 0.07910283036902066, 0.09048144551532539, 0.18927080239921024, 0.19552773860774242, 0.1584087946375307, 0.09192793591357669, 0.202867744377563, 0.09393991057544374]"
107,feature-1 betti-1 max,0.3090547352160138,"[0.7174233786032124, 0.05720931483952399, 0.1643783179079329, 0.4362978658243831, 0.6777606791483822, 0.1294772309052489, 0.34445926893717654, 0.08471945873666788, 0.16976710204159662]"
108,feature-1 betti-1 mean,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
109,feature-1 betti-1 std,0.4131817865775831,"[0.7668497780725128, 0.08430165143682192, 0.3526133840191467, 0.5056497683332206, 1.0714962786556648, 0.33861972669841484, 0.2977866082138596, 0.1417336901262548, 0.15958519364235196]"
110,feature-1 betti-1 sum,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
111,feature-1 betti-1 norm,0.4131817865775831,"[0.7668497780725128, 0.08430165143682192, 0.3526133840191467, 0.5056497683332206, 1.0714962786556648, 0.33861972669841484, 0.2977866082138596, 0.1417336901262548, 0.15958519364235196]"
112,feature-1 betti-1 percentile-25,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
113,feature-1 betti-1 median,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
114,feature-1 betti-1 percentile-75,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
115,feature-1 betti-1 percentile-90,0.019987395281376285,"[0.050468632234770786, 0.003840900537893618, 0.0008285267134408315, 0.01929110093999046, 0.005261209511849756, 0.02540443924961882, 0.0168217187988047, 0.005619208728748727, 0.05235082081726885]"
116,feature-1 betti-1 kurtosis,0.22696816099438433,"[0.652305294639717, 0.06291691446173003, 0.04571489780050205, 0.35581504096828753, 0.03602521121659481, 0.05670661016261593, 0.05367413263964625, 0.29077311456309374, 0.48878223249727154]"
117,feature-1 betti-1 skew,0.10657365277839786,"[0.09471651293110073, 0.037005534808865204, 0.09204452136584385, 0.1021447531523265, 0.06442233414241401, 0.18764718581137121, 0.1326294926951009, 0.06691094337163396, 0.18164159672692437]"
118,feature-1 betti-2 max,0.16278401147832572,"[0.40719503013246655, 0.07293427281303137, 0.028780692624355304, 0.1155284153655212, 0.28040797447453725, 0.12923767891631965, 0.04620657217300734, 0.21252492055733782, 0.17224054624835494]"
119,feature-1 betti-2 mean,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
120,feature-1 betti-2 std,0.21850421461795386,"[0.6358811997277996, 0.06615653977602946, 0.10979455394816022, 0.05333366278889682, 0.33505349896935466, 0.1508188742073133, 0.14299178969901355, 0.1603886040402876, 0.3121192084047298]"
121,feature-1 betti-2 sum,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
122,feature-1 betti-2 norm,0.21850421461795386,"[0.6358811997277996, 0.06615653977602946, 0.10979455394816022, 0.05333366278889682, 0.33505349896935466, 0.1508188742073133, 0.14299178969901355, 0.1603886040402876, 0.3121192084047298]"
123,feature-1 betti-2 percentile-25,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
124,feature-1 betti-2 median,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
125,feature-1 betti-2 percentile-75,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
126,feature-1 betti-2 percentile-90,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
127,feature-1 betti-2 kurtosis,0.18542660179207526,"[0.5125973449770653, 0.044171510037062156, 0.04517251756035272, 0.11184983082135476, 0.1869887394733542, 0.10765590829933282, 0.23954611501620526, 0.23836238995423417, 0.1824950599897162]"
