,Feature,IV,IVs
655,feature-6 betti-2 std,1.0982210240058408,"[2.3371625311153856, 3.482069469954802, 0.4013161027086258, 0.5085514128873165, 0.2158097057497873, 0.8305894260057749, 0.5869873587587676, 0.5986907638465866, 0.922812445025522]"
657,feature-6 betti-2 norm,1.0982210240058408,"[2.3371625311153856, 3.482069469954802, 0.4013161027086258, 0.5085514128873165, 0.2158097057497873, 0.8305894260057749, 0.5869873587587676, 0.5986907638465866, 0.922812445025522]"
664,feature-6 entropy-1,1.4590461232775012,"[2.471281030337129, 4.412387387150067, 0.7616674176623552, 0.7954293783528569, 1.4246601639137455, 0.8801878127009576, 0.741899364482057, 1.013292424554265, 0.630610130344076]"
665,feature-6 entropy-2,1.4303473362704184,"[2.316862570065378, 4.4329537554147675, 0.8166244389748972, 0.7597179566440261, 0.7254856676753845, 1.247075579487866, 0.8603076981170354, 0.8793173008573792, 0.8347810591970327]"
666,feature-6 numberofpoints-1,0.9091081391462789,"[2.1289431895258257, 2.60303588579497, 0.32644661582581513, 0.4531663515360692, 0.7962107484723785, 0.5929741871023235, 0.4507905700145863, 0.5195037783303282, 0.31090192571421366]"
667,feature-6 numberofpoints-2,1.3714771135659545,"[2.318135218915662, 4.219988190988472, 0.8054986166101856, 0.714843379512183, 0.6481859247538324, 1.1532883553664524, 0.878293064010907, 0.7739059746449592, 0.831155297290937]"
669,feature-6 bottleneck-amplitude-2,0.9844041360726696,"[1.9433733210775324, 3.267260164834763, 0.19592650052648503, 0.5885163032980767, 0.9180899198302773, 0.47504564164318325, 0.378765166447114, 0.800230341406174, 0.29242986559042117]"
671,feature-6 wasserstein-amplitude-1,1.3125367000331036,"[1.3403855132304325, 2.6682293873944865, 0.3981972160448432, 1.4115369648711888, 2.616439871025713, 0.7055474369317095, 0.28585587957087194, 1.569068266766111, 0.8175697644625752]"
672,feature-6 wasserstein-amplitude-2,1.3963385491388516,"[2.3505921809481927, 4.619187953747331, 0.4407882579402674, 0.8905179373896033, 1.0220505150726444, 0.7211256501422887, 0.6958542926387966, 1.0786564072014184, 0.7482737471691217]"
673,feature-6 wasserstein-amplitude-norm,1.3656625556373294,"[1.3871247715317825, 2.8688515534895918, 0.45836946070513446, 1.3986241492665055, 2.6061556581069367, 0.7923015528769566, 0.3152154787372643, 1.6406129415083945, 0.8237074345133992]"
674,feature-6 betti-amplitude-1,1.1809245034913076,"[1.8048546676202553, 3.547074418080957, 0.6733371527960121, 0.6080932525379226, 1.2182245784393788, 0.7804756992074149, 0.5315627588613107, 0.845301476910503, 0.6193965269680155]"
675,feature-6 betti-amplitude-2,1.3786480164137398,"[2.3619732072369306, 4.3736463338121325, 0.6340992029232988, 0.7399020483774665, 0.7465417896603441, 1.0308416655576242, 0.8081062629616497, 0.744642476602912, 0.9680791605912991]"
676,feature-6 betti-amplitude-norm,1.2189372076357268,"[1.9447764952862017, 3.6181227330057517, 0.6594545961968655, 0.5932853073122355, 1.2577284326772413, 0.8005019329956331, 0.5472772975779973, 0.9155181115853337, 0.6337699620842794]"
678,feature-6 landscape-amplitude-2,1.23071555482538,"[2.238004399630175, 4.002772823993061, 0.2288795301425473, 0.765328158579129, 1.1048007009572203, 0.5995388103116003, 0.6583343627808469, 0.9686632690318205, 0.5101179380020224]"
684,feature-6 life-all mean,1.338245876824224,"[1.3871939138267781, 2.824188274344343, 0.5765870186193566, 1.4713283556163037, 2.411056058624655, 0.8764205857426899, 0.4077325791613128, 1.624094288695093, 0.4656118167874831]"
686,feature-6 life-all sum,1.9362566878182221,"[2.3448659582656806, 4.824062395911749, 1.2557338161456646, 1.4887176609156463, 2.4066080405665558, 1.5170230691337077, 0.8313115713416921, 1.7055031000411176, 1.0524845780421879]"
687,feature-6 life-all norm,1.3656625556373294,"[1.3871247715317825, 2.8688515534895918, 0.45836946070513446, 1.3986241492665055, 2.6061556581069367, 0.7923015528769566, 0.3152154787372643, 1.6406129415083945, 0.8237074345133992]"
688,feature-6 life-all percentile-25,1.1369334774471556,"[1.409932630248024, 2.752919343893237, 0.41944260616505663, 1.0012622655017667, 2.102190429491588, 0.5184439661708494, 0.47813476510848113, 1.2343856876487873, 0.31568960279660985]"
689,feature-6 life-all median,1.4740966115435299,"[1.6301894163126347, 3.7680195226809143, 0.5397955356168544, 1.3425569771806862, 2.35630891978882, 0.6127578784245082, 0.8872760914626722, 1.5779583968023236, 0.5520067656223554]"
690,feature-6 life-all percentile-75,1.6160789754986908,"[1.9429034914644219, 4.010860463399387, 0.6922003964998217, 1.2551843767535502, 2.4965103477520296, 0.9633289300863448, 0.7339837868403752, 1.6926185069079331, 0.7571204797843527]"
691,feature-6 life-all percentile-90,1.189533405738014,"[1.4033055899732876, 3.0577272045095345, 0.31830156980501706, 1.2403310033527626, 1.8288853794216924, 0.671144139113275, 0.2924287632069633, 1.4472316165585069, 0.4464453857010881]"
692,feature-6 life-all kurtosis,0.8917935042869344,"[2.1989395880403757, 1.994735414669112, 0.5482463342839093, 0.365506309272248, 0.20788429545494433, 1.0289937002423546, 0.7311952187686069, 0.3410594611752538, 0.6095812166756046]"
693,feature-6 life-all skew,0.9950778302266701,"[2.32740247053312, 2.3849979657803835, 0.574740264229864, 0.4047469618352459, 0.37178530742696586, 1.046481773723924, 0.7341290269437972, 0.4010464767978234, 0.7103702247689064]"
695,feature-6 life-1 mean,1.524110358400193,"[1.4758964934452032, 3.4168960050439265, 0.6279684963531498, 1.7233732664121573, 2.4072288865912497, 1.1333689991474378, 0.5790020787298196, 1.7153305310121734, 0.6379284688666194]"
697,feature-6 life-1 sum,1.9166846508927806,"[2.317342410116606, 4.431629896390822, 1.1592359295349122, 1.6263984008330545, 2.6803620609961873, 1.4065414062991977, 0.885563838272048, 1.8045567973220782, 0.9385311182701166]"
698,feature-6 life-1 norm,1.3125367000331036,"[1.3403855132304325, 2.6682293873944865, 0.3981972160448432, 1.4115369648711888, 2.616439871025713, 0.7055474369317095, 0.28585587957087194, 1.569068266766111, 0.8175697644625752]"
699,feature-6 life-1 percentile-25,1.3113652791264865,"[1.6191238772241048, 3.4743770842761794, 0.43722179389425586, 1.0290072571013853, 1.9553560920420603, 0.8367088418036412, 0.6059920430794861, 1.3094528766914582, 0.5350476460258062]"
700,feature-6 life-1 median,1.6621256010332952,"[1.8659618194937169, 4.397158858774971, 0.8124380362875294, 1.4988724071942396, 2.2993593568083748, 0.8979497617316246, 1.0200602399259835, 1.4429078097122932, 0.7244221193709249]"
701,feature-6 life-1 percentile-75,1.6647587142076739,"[1.953071357392224, 4.394961717645343, 0.8182610399258632, 1.23422667455351, 2.2423601833759355, 1.0928642928950194, 0.8035220835542958, 1.6046115971187516, 0.8389494814081231]"
