,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 49.1)","(49.9, 234.7)","(235.5, 283.5)","(284.3, 506.7)","(507.5, 620.3)","(621.1, 695.5)","(696.3, 758.7)","(759.5, 877.1)","(877.9, 938.7)"
"Time length, sec",39.2,184.79999999999998,48.0,222.39999999999998,112.79999999999995,74.39999999999998,62.40000000000009,117.60000000000002,60.80000000000007
Number of epochs,45,205,54,250,128,87,73,134,70
