,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 170.5)","(171.5, 464.5)","(465.5, 698.5)","(699.5, 1124.5)","(1125.5, 1289.5)","(1292.5, 1560.5)","(1561.5, 1691.5)","(1692.5, 2345.5)"
"Time length, sec",160.0,293.0,233.0,425.0,164.0,268.0,130.0,653.0
Number of epochs,142,255,194,365,133,236,115,577
