,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 156.5)","(157.5, 213.5)","(214.5, 295.5)","(296.5, 516.5)","(517.5, 700.5)","(702.5, 816.5)","(818.5, 944.5)","(945.5, 1165.5)","(1166.5, 1247.5)","(1248.5, 1304.5)"
"Time length, sec",148.0,56.0,81.0,220.0,183.0,114.0,126.0,220.0,81.0,56.0
Number of epochs,138,51,72,197,163,106,119,199,81,54
