,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 88.3)","(89.1, 193.9)","(194.7, 259.5)","(260.3, 506.7)","(507.5, 620.3)","(621.1, 704.3)","(705.1, 773.1)","(773.9, 877.1)","(877.9, 938.7)"
"Time length, sec",78.39999999999999,104.80000000000001,64.80000000000001,246.39999999999998,112.79999999999995,83.19999999999993,68.0,103.20000000000005,60.80000000000007
Number of epochs,91,113,73,277,128,98,79,117,70
