,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 677.5)","(678.5, 852.5)","(853.5, 1165.5)","(1166.5, 1323.5)","(1324.5, 1502.5)","(1503.5, 2027.5)","(2029.5, 2345.5)"
"Time length, sec",427.0,239.0,174.0,312.0,157.0,178.0,524.0,316.0
Number of epochs,372,203,146,268,127,159,456,286
