,St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold
0,0,35,10,Median,40,[   0  645 1115 2017],3,902,470,672.3333333333334,59974.18178298231,14.241641466797695,0.01450088004621678,62.77987980380183,3.891083459831656,0.1560443497536309,63.62386319596847,3.353421886109456
1,0,35,10,Mode,40,[   0  372  994 2017],3,1023,372,672.3333333333334,44531.082220058095,12.189794225355655,-0.07126249867412796,56.60920944299462,5.108754668832635,0.07733008695737639,48.22173728162372,4.37612664074134
2,0,35,10,Median,40,[   0  545  994 1252 2017],4,765,258,504.25,42917.44582758117,13.517271762166018,-0.022323338472336425,58.507800555285314,4.743678514308719,0.15337678515112185,51.18319996858603,3.975308815451143
3,0,35,10,Mode,40,[   0  372  994 1275 2017],4,742,281,504.25,40321.85005882402,13.260314072138192,-0.07668156213657373,52.88047204846547,4.689178387241442,0.12191914266923239,47.88440942622526,3.839444275897145
4,0,35,10,Median,40,[   0  545  994 1252 2017],4,765,258,504.25,42917.44582758117,13.517271762166018,-0.022323338472336425,58.507800555285314,4.743678514308719,0.15337678515112185,51.18319996858603,3.975308815451143
5,0,35,10,Mode,40,[   0  372  994 1275 2017],4,742,281,504.25,40321.85005882402,13.260314072138192,-0.07668156213657373,52.88047204846547,4.689178387241442,0.12191914266923239,47.88440942622526,3.839444275897145
6,0,35,10,Median,40,[   0  372  645  994 1252 1731 2017],6,479,258,336.1666666666667,21513.440801833167,11.16640874899712,-0.11903018863068618,40.7396211916216,4.610438102098641,0.09349398890152008,27.03828943355195,4.185573897049237
7,0,35,10,Mode,40,[   0  372  645  994 1275 2017],5,742,273,403.4,28418.06676296071,12.926780098687868,-0.0712161426276058,49.574811606994366,4.3222816646412365,0.1420520597069252,35.85402530349498,3.8828336747059558
8,0,35,10,Median,40,[   0  372  645  994 1252 1731 2017],6,479,258,336.1666666666667,21513.440801833167,11.16640874899712,-0.11903018863068618,40.7396211916216,4.610438102098641,0.09349398890152008,27.03828943355195,4.185573897049237
9,0,35,10,Mode,40,[   0  372  645  994 1275 2017],5,742,273,403.4,28418.06676296071,12.926780098687868,-0.0712161426276058,49.574811606994366,4.3222816646412365,0.1420520597069252,35.85402530349498,3.8828336747059558
10,0,35,10,Median,40,[   0  372  645  994 1167 1275 1731 2017],7,456,108,288.14285714285717,17500.06610556308,11.367366307294061,-0.11202029776111908,37.76070593852706,4.5856396042671195,0.0954893157492752,21.253866879409706,4.2218252919269
11,0,35,10,Mode,40,[   0  372  645  994 1174 1275 1660 2017],7,385,101,288.14285714285717,17476.074233085863,11.356796194100317,-0.10284039131289635,37.85061067988464,4.610515127694318,0.09305036739784933,21.189471208332396,4.218377445069892
12,0,35,10,Median,40,[   0  372  545  646  806  994 1167 1275 1731 2017],9,456,101,224.11111111111111,10553.711733453172,10.586156625354917,-0.10717544036253605,31.819222323484308,5.987370527651279,0.09117515845755339,15.20423834212786,5.180481581284422
13,0,35,10,Mode,40,[   0  372  548  645  780  994 1174 1275 1660 2017],9,385,97,224.11111111111111,10592.933065999649,10.629798907761183,-0.09780080726842706,31.90155289398841,6.0369505640450605,0.09177322294540985,15.409075452332821,5.1679907716450435
14,0,35,10,Median,40,[   0  372  545  645  780  833  994 1167 1275 1731 2017],10,456,53,201.7,11004.433019445396,12.294323532070962,-0.10303418124619435,30.133280247309,5.798618250867648,0.06799254158225831,15.12340933618343,4.084846496909271
15,0,35,10,Mode,40,[   0  372  548  645  780  833  994 1174 1275 1660 2017],10,385,53,201.7,11064.665127555047,12.345807007661326,-0.09339834420580657,30.2946565302381,5.782206295513289,0.06720953551337924,15.182910509622834,4.069666991320006
16,0,35,10,Median,40,[   0  372  471  545  645  780  833  994 1167 1275 1731 2017],11,456,53,183.36363636363637,8334.176509619476,11.60033813332431,-0.10256910332811159,27.67176437801744,5.883601563067537,0.06013234049920992,12.09915295717861,4.294159599160714
17,0,35,10,Mode,40,[   0  372  483  548  645  780  833  994 1174 1275 1660 2017],11,385,53,183.36363636363637,8465.516145171567,11.638323917316011,-0.09333404635106798,27.901771706526382,5.814546568682634,0.05993529788414503,13.420958893149756,4.306559931412037
18,0,35,10,Median,40,[   0  372  471  545  645  780  833  994 1115 1174 1275 1731 2017],12,456,53,168.08333333333334,8362.314510829421,12.511572048375298,-0.09965467076238992,27.570909347171263,5.703848440008227,0.07334563147589346,11.649348833693919,4.182173901595068
19,0,35,10,Mode,40,[   0  372  483  548  645  780  833  994 1115 1174 1275 1660 2017],12,385,53,168.08333333333334,8493.329186973815,12.534641196546666,-0.09104929505647627,27.773428705219,5.646179839047079,0.07579686288324122,12.87462942553439,4.21008724900861
20,0,35,10,Median,40,[   0  372  471  545  645  780  833  943  994 1115 1174 1275 1731 2017],13,456,51,155.15384615384616,7735.669410617403,12.585917982062357,-0.0986430936510033,26.2441358027352,5.402322296140653,0.07318865489175799,10.782195819852063,4.110127999115934
21,0,35,10,Mode,40,[   0  372  483  548  645  780  833  943  994 1115 1174 1275 1660 2017],13,385,51,155.15384615384616,7855.766197083096,12.607064701219445,-0.09008945271084036,26.43158990364485,5.349089741407285,0.0754356170151601,11.90536969570583,4.135715234245015
22,0,35,10,Median,40,"[   0  201  372  471  545  645  780  833  943  994 1115 1174 1275 1731
 2017]",14,456,51,144.07142857142858,6972.203502997517,11.804489325663472,-0.15223002651304354,24.46773890085659,5.385779436044307,0.06006272878825998,9.083703923318417,4.173596789392259
23,0,35,10,Mode,40,"[   0  201  372  483  548  645  780  833  943  994 1115 1174 1275 1660
 2017]",14,385,51,144.07142857142858,6942.451246315103,11.825083333373492,-0.14526458723729296,24.64118139688379,5.336349206649037,0.06132705671897682,9.455809916631535,4.178342571423526
24,0,35,10,Median,40,"[   0  201  372  471  545  645  737  780  833  943  994 1115 1174 1275
 1731 2017]",15,456,43,134.46666666666667,7054.887959464838,12.507930499763946,-0.15086058384438675,23.653820216054765,5.345275872282938,0.07336783675257773,9.37231042170119,4.10585061791578
25,0,35,10,Mode,40,"[   0  201  372  483  548  645  737  780  833  943  994 1115 1174 1275
 1660 2017]",15,385,43,134.46666666666667,7030.2200469793,12.529245958457517,-0.14408414717456153,23.8166359182782,5.29239209926891,0.07439846667342988,9.719687405094016,4.107344149181494
26,0,35,10,Median,40,"[   0  201  372  471  545  645  737  780  833  943  994 1115 1174 1275
 1660 1731 2017]",16,385,43,126.0625,6613.626282197568,12.194970025909608,-0.14985035803560343,22.34260190945917,5.562215477785093,0.07756661716564824,8.959953724431559,4.033048600957132
27,0,35,10,Mode,40,"[   0  201  372  483  548  645  737  780  833  943  994 1115 1174 1275
 1660 1731 2017]",16,385,43,126.0625,6597.383389282657,12.224076080046068,-0.15021260945213122,22.464132823895582,5.522136011406054,0.07768771398508009,9.29716264021621,4.025092969624106
28,0,35,15,Median,40,[   0  645 1116 2017],3,901,471,672.3333333333334,59933.63660957248,14.227802640620386,0.014069588914781543,62.72967909950441,3.8949065733585773,0.15662239932571706,63.36733053656778,3.362306236901617
29,0,35,15,Mode,40,[   0  372  994 2017],3,1023,372,672.3333333333334,44531.082220058095,12.189794225355655,-0.07126249867412796,56.60920944299462,5.108754668832635,0.07733008695737639,48.22173728162372,4.37612664074134
30,0,35,15,Median,40,[   0  548  994 1252 2017],4,765,258,504.25,43031.29771677635,13.540054945873406,-0.022188288776341172,58.65537815796123,4.737637372323772,0.15386788210370114,51.30294699069673,3.972314181757628
31,0,35,15,Mode,40,[   0  372  994 1275 2017],4,742,281,504.25,40321.85005882402,13.260314072138192,-0.07668156213657373,52.88047204846547,4.689178387241442,0.12191914266923239,47.88440942622526,3.839444275897145
32,0,35,15,Median,40,[   0  491  646  995 1252 2017],5,765,155,403.4,24294.53892052923,12.943137505270204,-0.032472912735750474,49.1954482358811,4.679241936486431,0.18163136863971852,32.252483579262076,4.305747141579579
33,0,35,15,Mode,40,[   0  372  645  994 1275 2017],5,742,273,403.4,28418.06676296071,12.926780098687868,-0.0712161426276058,49.574811606994366,4.3222816646412365,0.1420520597069252,35.85402530349498,3.8828336747059558
34,0,35,15,Median,40,[   0  372  645  994 1193 1731 2017],6,538,199,336.1666666666667,23668.369657868527,12.100131237085652,-0.11262084800305538,43.18200654750963,4.393567445243369,0.11795869863035269,29.955797202174768,3.9505034594322233
35,0,35,15,Mode,40,[   0  372  645  994 1275 2017],5,742,273,403.4,28418.06676296071,12.926780098687868,-0.0712161426276058,49.574811606994366,4.3222816646412365,0.1420520597069252,35.85402530349498,3.8828336747059558
36,0,35,15,Median,40,[   0  372  645  995 1252 1731 2017],6,479,257,336.1666666666667,21299.234947408124,11.107476117155175,-0.11911251236294683,40.63417415998706,4.6304405294612945,0.09142613867760993,27.097800845799934,4.201339960621868
37,0,35,15,Mode,40,[   0  372  645  994 1275 2017],5,742,273,403.4,28418.06676296071,12.926780098687868,-0.0712161426276058,49.574811606994366,4.3222816646412365,0.1420520597069252,35.85402530349498,3.8828336747059558
38,0,35,15,Median,40,[   0  372  645  994 1158 1275 1731 2017],7,456,117,288.14285714285717,17497.769389649606,11.364497279206438,-0.11242859191286628,37.620306952519265,4.563262775816426,0.09835449503810834,21.422570360135506,4.23051026134212
39,0,35,15,Mode,40,[   0  372  645  994 1174 1275 1660 2017],7,385,101,288.14285714285717,17476.074233085863,11.356796194100317,-0.10284039131289635,37.85061067988464,4.610515127694318,0.09305036739784933,21.189471208332396,4.218377445069892
40,0,35,15,Median,40,[   0  372  542  646  833  994 1158 1275 1731 2017],9,456,104,224.11111111111111,10702.924823212097,10.811932833556092,-0.10717477721373096,32.13413922663993,5.156568237973193,0.09400156399597547,15.413820917072913,4.74700033649885
41,0,35,15,Mode,40,[   0  372  548  645  780  994 1174 1275 1660 2017],9,385,97,224.11111111111111,10592.933065999649,10.629798907761183,-0.09780080726842706,31.90155289398841,6.0369505640450605,0.09177322294540985,15.409075452332821,5.1679907716450435
42,0,35,15,Median,40,[   0  372  542  645  780  833  994 1158 1275 1731 2017],10,456,53,201.7,10927.779274686418,12.235074999523139,-0.10375051497821092,29.899637258896885,5.784677944232629,0.06894421402670932,15.128010070231467,4.101468260023989
43,0,35,15,Mode,40,[   0  372  548  645  780  833  994 1174 1275 1660 2017],10,385,53,201.7,11064.665127555047,12.345807007661326,-0.09339834420580657,30.2946565302381,5.782206295513289,0.06720953551337924,15.182910509622834,4.069666991320006
44,0,35,15,Median,40,[   0  372  542  645  780  833  994 1115 1174 1275 1731 2017],11,456,53,183.36363636363637,10675.100001762406,13.174605330546054,-0.10043102215840471,29.638850235814427,5.609619615523925,0.08084095869208424,14.211553660560028,3.992753757736253
45,0,35,15,Mode,40,[   0  372  548  645  780  833  994 1115 1174 1275 1660 2017],11,385,53,183.36363636363637,10835.344575299168,13.261007705780518,-0.09111187700457767,29.900615342315238,5.601473524380807,0.08392983324946163,14.405752933598626,3.987236334685439
46,0,35,15,Median,40,[   0  372  483  545  645  780  833  994 1115 1174 1275 1731 2017],12,456,53,168.08333333333334,8479.37913158607,12.541394995981346,-0.09993986707103948,27.673460741018378,5.6627495820200195,0.07509255038630482,12.885750785066442,4.202927138379278
