Algorithm,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
entropy,2210.4177215189875,0.4414875559636261,0.08866257029899284,0.12502035906568376,0.07274020485199294,3910.8354430379745,3435.6075949367087,475.2278481012658
silhouette-2,2110.8481012658226,1.6587245645256394,0.3674582677524769,0.19704259284956144,0.12640803376700585,1705.9409282700421,2873.5548523206753,-1167.613924050633
silhouette-1,2110.8481012658226,1.6167315636896324,0.35784020005170103,0.2107575799916068,0.13662784430106426,1792.3966244725739,2782.194092827004,-989.7974683544304
amplitude-silhouette-2-2,2160.605095541401,1.7869515764112809,0.3968273544295785,0.2263699802045622,0.14826152434070175,1554.6178343949045,2546.9872611464966,-992.3694267515923
amplitude-silhouette-2-1,2160.605095541401,1.7580460593669458,0.3902068411458514,0.24036244849697827,0.1586881017316439,1635.4904458598726,2470.1019108280257,-834.6114649681529
landscape,2110.7025316455697,1.235278055138824,0.2704721721208585,0.24417167350833957,0.16152657015268712,2391.434599156118,2549.493670886076,-158.0590717299578
amplitude-wasserstein-1,2210.9490445859874,0.5708751440770832,0.11829747510075365,0.24907783799738542,0.16518243005307753,3568.8025477707006,2529.0700636942674,1039.7324840764331
amplitude-silhouette-1-2,2160.605095541401,2.0764926002686144,0.46314376702622084,0.2660598821771199,0.1778367090691943,1269.9808917197452,2350.5286624203823,-1080.5477707006369
amplitude-silhouette-1-1,2160.605095541401,2.0147325466764356,0.44899825789785713,0.2888545938424564,0.19482233450110328,1361.0382165605095,2233.5987261146497,-872.5605095541401
amplitude-landscape-2-1,2160.5541401273886,1.3800850048799862,0.30363872412776144,0.2968549652027753,0.20078386247468138,2099.1337579617834,2173.235668789809,-74.10191082802548
amplitude-landscape-2-2,2160.5987261146497,1.3584853835627972,0.2986915515989121,0.3029204081860893,0.20530356617200166,2128.0891719745223,2163.4904458598726,-35.40127388535032
amplitude-landscape-1-1,2160.547770700637,1.668398207728556,0.36967391686986556,0.31221699277309506,0.21223097573564476,1759.7770700636943,2070.4012738853503,-310.62420382165607
life,2210.79802259887,0.826459542771319,0.1768364697180526,0.3155631494455701,0.2147243858173162,2976.0706214689267,2083.95197740113,892.1186440677966
amplitude-bottleneck,2210.5286624203823,1.1007727432299321,0.2396651049835078,0.31763119807886125,0.2162654055053815,2424.624203821656,1904.6687898089172,519.9554140127389
amplitude-landscape-1-2,2160.579617834395,1.5890274012613004,0.3514948447657194,0.317974482741892,0.21652120627129454,1862.2929936305732,2064.859872611465,-202.56687898089172
amplitude-wasserstein-2,2210.980891719745,0.8580695258307155,0.18407641330467445,0.3595027410937469,0.24746625403326372,2836.2420382165606,1811.4203821656051,1024.8216560509554
bd2,2210.8997175141244,0.8537187440156618,0.18307991119205072,0.3820732750939943,0.26428483204183567,2888.997175141243,1880.75,1008.2471751412429
