Feature,IV,IVs
channel-0 landscape dim-1 max,0.5974909847292879,"[1.607028844829153, 0.07861041646789907, 0.7194195842603497, 0.8784794664888821, 0.1662477783533767, 0.1351598179760666]"
channel-0 landscape dim-1 mean,0.7722424133168463,"[2.115229094608178, 0.22691458627367267, 1.0681660502460275, 0.8567650581025189, 0.1918526966691275, 0.17452699400155292]"
channel-0 landscape dim-1 std,0.7556318702265751,"[2.033415859541445, 0.22789706588127034, 0.9505214181312561, 0.9167326804714311, 0.219229200540715, 0.18599499679333292]"
channel-0 landscape dim-1 sum,0.7722424133168463,"[2.115229094608178, 0.22691458627367267, 1.0681660502460275, 0.8567650581025189, 0.1918526966691275, 0.17452699400155292]"
channel-0 landscape dim-1 norm-1,0.7722424133168463,"[2.115229094608178, 0.22691458627367267, 1.0681660502460275, 0.8567650581025189, 0.1918526966691275, 0.17452699400155292]"
channel-0 landscape dim-1 norm-2,0.7623462034933949,"[2.056887177161747, 0.23240703197790216, 0.9737956997812482, 0.9130386841478986, 0.21279405559191703, 0.18515457229965568]"
channel-0 landscape dim-2 max,0.26652147381081936,"[0.7300316764005557, 0.09853329143617248, 0.3702276189038383, 0.2934339708365752, 0.056078680292572444, 0.05082360499520215]"
channel-0 landscape dim-2 mean,0.4524998563369694,"[1.1860310875834728, 0.11863053036416175, 0.550357310369967, 0.6875921635733385, 0.07336032979844119, 0.09902771633243533]"
channel-0 landscape dim-2 std,0.3820396939863821,"[1.0639817564896885, 0.1276255479546783, 0.49417928140882555, 0.4699550265422923, 0.05420342587676732, 0.08229312564604031]"
channel-0 landscape dim-2 sum,0.4524998563369694,"[1.1860310875834728, 0.11863053036416175, 0.550357310369967, 0.6875921635733385, 0.07336032979844119, 0.09902771633243533]"
channel-0 landscape dim-2 norm-1,0.4524998563369694,"[1.1860310875834728, 0.11863053036416175, 0.550357310369967, 0.6875921635733385, 0.07336032979844119, 0.09902771633243533]"
channel-0 landscape dim-2 norm-2,0.3838048198537069,"[1.0692807199092134, 0.13094202891239573, 0.4917855707471773, 0.46858514356742914, 0.05753657422594657, 0.0846988817600789]"
channel-0 silhouette-1 dim-1 max,0.386896152250417,"[1.0040827121308256, 0.05382644868673605, 0.4906996973913389, 0.5594080993782616, 0.06964907689835349, 0.1437108790169863]"
channel-0 silhouette-1 dim-1 mean,0.7828520920835755,"[2.230010722082763, 0.2053755480944223, 0.9261275749125992, 0.8610578086602207, 0.21250241551510474, 0.2620384832363425]"
channel-0 silhouette-1 dim-1 std,0.5983540378376951,"[1.5946712463106236, 0.12152352357385886, 0.7396501493077001, 0.7568253612860275, 0.17103013850453616, 0.20642380804342464]"
channel-0 silhouette-1 dim-1 sum,0.7828520920835755,"[2.230010722082763, 0.2053755480944223, 0.9261275749125992, 0.8610578086602207, 0.21250241551510474, 0.2620384832363425]"
channel-0 silhouette-1 dim-1 norm-1,0.7828520920835755,"[2.230010722082763, 0.2053755480944223, 0.9261275749125992, 0.8610578086602207, 0.21250241551510474, 0.2620384832363425]"
