Stat,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
norm-2,2160.788583509514,1.1075151474006106,0.24120938375588777,0.29031938571855714,0.19591383355177946,2535.7505285412262,2337.063424947146,198.68710359408033
norm-1,2160.7758985200844,1.1223068639412621,0.24459727526795816,0.24222834138482,0.1600784837708753,2666.600422832981,2614.7949260042283,51.805496828752645
sum,2160.7758985200844,1.1223068639412621,0.24459727526795816,0.24222834138482,0.1600784837708753,2666.678646934461,2614.818181818182,51.86046511627907
max,2160.5792811839324,1.1563971114878684,0.25240529808871165,0.2813081657536691,0.1891990652644979,2344.0993657505287,2310.353065539112,33.74630021141649
std,2160.6067653276955,1.2306963552550112,0.26942278058441554,0.2682480228268059,0.17946721609264657,2269.4101479915435,2320.816067653277,-51.40591966173361
mean,2160.784355179704,1.2959874464624075,0.28437703779367435,0.3732602244190198,0.2577177308705062,2198.6871035940803,1959.2241014799154,239.4630021141649
