,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 80.3)","(81.1, 177.1)","(177.9, 311.5)","(312.3, 508.3)","(509.1, 620.3)","(621.1, 722.7)","(723.5, 758.7)","(759.5, 877.1)","(877.9, 938.7)"
"Time length, sec",70.39999999999999,96.0,133.6,196.0,111.19999999999993,101.60000000000002,35.200000000000045,117.60000000000002,60.80000000000007
Number of epochs,81,105,149,221,126,118,42,134,70
