,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 343.5)","(345.5, 473.5)","(474.5, 738.5)","(739.5, 1124.5)","(1125.5, 1302.5)","(1303.5, 1446.5)","(1447.5, 1768.5)","(1769.5, 2345.5)"
"Time length, sec",333.0,128.0,264.0,385.0,177.0,143.0,321.0,576.0
Number of epochs,291,113,221,331,143,127,277,514
