,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 76.5)","(77.5, 437.5)","(438.5, 641.5)","(642.5, 919.5)","(921.5, 1170.5)","(1171.5, 1374.5)","(1375.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",66.0,360.0,203.0,277.0,249.0,203.0,669.0,300.0
Number of epochs,57,315,173,231,218,168,584,271
