,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 184.5)","(186.5, 344.5)","(345.5, 436.5)","(437.5, 501.5)","(502.5, 628.5)","(629.5, 715.5)","(716.5, 849.5)","(850.5, 958.5)","(960.5, 1131.5)","(1132.5, 1304.5)"
"Time length, sec",176.0,158.0,91.0,64.0,126.0,86.0,133.0,108.0,171.0,172.0
Number of epochs,164,142,80,58,111,79,123,102,157,164
