,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 636.5)","(637.5, 761.5)","(762.5, 851.5)","(852.5, 1170.5)","(1171.5, 1300.5)","(1301.5, 1476.5)","(1477.5, 2345.5)"
"Time length, sec",427.0,198.0,124.0,89.0,318.0,129.0,175.0,868.0
Number of epochs,372,169,104,75,274,103,155,765
