Feature,IV,IVs
channel-0 landscape dim-1 max,0.11196425265446246,"[0.20138646551809197, 0.06685946412940923, 0.06764682831588617]"
channel-0 landscape dim-1 mean,0.1392598195149389,"[0.2500171388678342, 0.09029702657622114, 0.0774652931007613]"
channel-0 landscape dim-1 std,0.14650594543989098,"[0.2982126904716804, 0.07577274797632753, 0.06553239787166497]"
channel-0 landscape dim-1 sum,0.1392598195149389,"[0.2500171388678342, 0.09029702657622114, 0.0774652931007613]"
channel-0 landscape dim-1 norm-1,0.1392598195149389,"[0.2500171388678342, 0.09029702657622114, 0.0774652931007613]"
channel-0 landscape dim-1 norm-2,0.1543603320596746,"[0.3159412740612655, 0.07854952587624138, 0.0685901962415169]"
channel-0 landscape dim-2 max,0.046362649644951404,"[0.0724937285073404, 0.026482834538920946, 0.04011138588859285]"
channel-0 landscape dim-2 mean,0.03618267586618094,"[0.09310930237591256, 0.005369938823637153, 0.010068786398993097]"
channel-0 landscape dim-2 std,0.040777104463858564,"[0.0461483047201076, 0.03677843586502649, 0.039404572806441586]"
channel-0 landscape dim-2 sum,0.03618267586618094,"[0.09310930237591256, 0.005369938823637153, 0.010068786398993097]"
channel-0 landscape dim-2 norm-1,0.03618267586618094,"[0.09310930237591256, 0.005369938823637153, 0.010068786398993097]"
channel-0 landscape dim-2 norm-2,0.043917437025344154,"[0.0636923222855888, 0.030023494522232824, 0.03803649426821085]"
channel-0 silhouette-1 dim-1 max,0.09633228798290394,"[0.20805202999666364, 0.03344045039143034, 0.047504383560617855]"
channel-0 silhouette-1 dim-1 mean,0.12855188013914012,"[0.23299908744043132, 0.08209617220490727, 0.07056038077208181]"
channel-0 silhouette-1 dim-1 std,0.10769528316238557,"[0.17835427879799506, 0.06779237883804728, 0.07693919185111432]"
channel-0 silhouette-1 dim-1 sum,0.12855188013914012,"[0.23299908744043132, 0.08209617220490727, 0.07056038077208181]"
channel-0 silhouette-1 dim-1 norm-1,0.12855188013914012,"[0.23299908744043132, 0.08209617220490727, 0.07056038077208181]"
channel-0 silhouette-1 dim-1 norm-2,0.10541506296374219,"[0.20182854684275717, 0.05413911843126154, 0.06027752361720782]"
channel-0 silhouette-1 dim-2 max,0.038044882962433274,"[0.07699312941018402, 0.012123065459803344, 0.02501845401731246]"
channel-0 silhouette-1 dim-2 mean,0.09609682208588512,"[0.1697131145766191, 0.04605762575799143, 0.07251972592304481]"
channel-0 silhouette-1 dim-2 std,0.06345326714216297,"[0.11358831063533725, 0.03016349662566016, 0.04660799416549149]"
channel-0 silhouette-1 dim-2 sum,0.09609682208588512,"[0.1697131145766191, 0.04605762575799143, 0.07251972592304481]"
channel-0 silhouette-1 dim-2 norm-1,0.09609682208588512,"[0.1697131145766191, 0.04605762575799143, 0.07251972592304481]"
channel-0 silhouette-1 dim-2 norm-2,0.06894604931662972,"[0.11358831063533725, 0.039987623506686616, 0.053262213807865305]"
channel-0 silhouette-2 dim-1 max,0.10776528364388727,"[0.21208536924815644, 0.04149401040660397, 0.06971647127690138]"
channel-0 silhouette-2 dim-1 mean,0.10960301871015449,"[0.22465866932401146, 0.04651142664010265, 0.05763896016634935]"
channel-0 silhouette-2 dim-1 std,0.1001541719785113,"[0.168080065039977, 0.05756281428139426, 0.07481963661416266]"
channel-0 silhouette-2 dim-1 sum,0.10960301871015449,"[0.22465866932401146, 0.04651142664010265, 0.05763896016634935]"
channel-0 silhouette-2 dim-1 norm-1,0.10960301871015449,"[0.22465866932401146, 0.04651142664010265, 0.05763896016634935]"
channel-0 silhouette-2 dim-1 norm-2,0.09762454010158168,"[0.1776566332495147, 0.047338787442908634, 0.0678781996123217]"
channel-0 silhouette-2 dim-2 max,0.04140816786414541,"[0.0744840509740055, 0.018501719380127787, 0.03123873323830293]"
channel-0 silhouette-2 dim-2 mean,0.06780204983393305,"[0.1029324773425558, 0.054500480842882316, 0.04597319131636101]"
channel-0 silhouette-2 dim-2 std,0.0636696724663055,"[0.11124645842821837, 0.030135697412214668, 0.04962686155848347]"
channel-0 silhouette-2 dim-2 sum,0.06780204983393305,"[0.1029324773425558, 0.054500480842882316, 0.04597319131636101]"
channel-0 silhouette-2 dim-2 norm-1,0.06780204983393305,"[0.1029324773425558, 0.054500480842882316, 0.04597319131636101]"
channel-0 silhouette-2 dim-2 norm-2,0.06530932885771261,"[0.11124645842821837, 0.03210985491231345, 0.05257167323260603]"
channel-0 entropy dim-1,0.06415997044042096,"[0.11518504519573591, 0.037753210707606705, 0.03954165541792026]"
channel-0 entropy dim-2,0.057897101748476315,"[0.11530001440923783, 0.013970767721926071, 0.04442052311426503]"
channel-0 amplitude-bottleneck dim-1,0.12628240092215956,"[0.2464628180664949, 0.05823870775463157, 0.0741456769453522]"
