name,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF,Source,Algorithm,Dimension,Stat
channel-0 landscape dim-1 max,969,0.22385643655183,0.05060256666021,0.11196425265446246,0.08012418324841689,4024,2020,2004,channel-0,landscape,dim-1,max
channel-0 landscape dim-1 mean,969,0.3911039177018696,0.0985439658119035,0.1392598195149389,0.10425368351551673,3326,1482,1844,channel-0,landscape,dim-1,mean
channel-0 landscape dim-1 std,969,0.2259618768743533,0.0512060899790551,0.14650594543989098,0.11065931701400045,4019,1359,2660,channel-0,landscape,dim-1,std
channel-0 landscape dim-1 sum,969,0.3911039177018692,0.0985439658119033,0.1392598195149389,0.10425368351551673,3328,1483,1845,channel-0,landscape,dim-1,sum
channel-0 landscape dim-1 norm-1,969,0.3911039177018692,0.0985439658119033,0.1392598195149389,0.10425368351551673,3329,1484,1845,channel-0,landscape,dim-1,norm-1
channel-0 landscape dim-1 norm-2,969,0.2226321858635198,0.0502516358688675,0.1543603320596746,0.1176026578505815,4025,1254,2771,channel-0,landscape,dim-1,norm-2
channel-0 landscape dim-2 max,961,0.1128330181489542,0.0187777643956978,0.046362649644951404,0.02213183945751953,4153,3945,208,channel-0,landscape,dim-2,max
channel-0 landscape dim-2 mean,961,0.3790280206205046,0.0950824165071751,0.03618267586618094,0.0131326608997153,3393,4105,-712,channel-0,landscape,dim-2,mean
channel-0 landscape dim-2 std,961,0.1654043194655206,0.0338472992132681,0.040777104463858564,0.0171941726697954,4114,4051,63,channel-0,landscape,dim-2,std
channel-0 landscape dim-2 sum,961,0.3790280206205045,0.0950824165071751,0.03618267586618094,0.0131326608997153,3396,4108,-712,channel-0,landscape,dim-2,sum
channel-0 landscape dim-2 norm-1,961,0.3790280206205045,0.0950824165071751,0.03618267586618094,0.0131326608997153,3395,4107,-712,channel-0,landscape,dim-2,norm-1
channel-0 landscape dim-2 norm-2,961,0.1748146771801509,0.0365447731139517,0.043917437025344154,0.019970251868607326,4106,3992,114,channel-0,landscape,dim-2,norm-2
channel-0 silhouette-1 dim-1 max,969,0.370743615449402,0.0927076962883044,0.09633228798290394,0.06630540096608831,3440,2480,960,channel-0,silhouette-1,dim-1,max
channel-0 silhouette-1 dim-1 mean,969,1.3014628465702245,0.35949785570058,0.12855188013914012,0.09478777913078121,399,1679,-1280,channel-0,silhouette-1,dim-1,mean
channel-0 silhouette-1 dim-1 std,969,0.2781555870343241,0.0661673884977585,0.10769528316238557,0.07635037994087449,3855,2120,1735,channel-0,silhouette-1,dim-1,std
channel-0 silhouette-1 dim-1 sum,969,1.3014628465702245,0.35949785570058,0.12855188013914012,0.09478777913078121,397,1681,-1284,channel-0,silhouette-1,dim-1,sum
channel-0 silhouette-1 dim-1 norm-1,969,1.3014628465702245,0.35949785570058,0.12855188013914012,0.09478777913078121,398,1680,-1282,channel-0,silhouette-1,dim-1,norm-1
