,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 636.5)","(637.5, 762.5)","(763.5, 1170.5)","(1171.5, 1342.5)","(1343.5, 1502.5)","(1503.5, 2027.5)","(2029.5, 2345.5)"
"Time length, sec",427.0,198.0,125.0,407.0,171.0,159.0,524.0,316.0
Number of epochs,372,169,105,348,140,141,456,286
