,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 80.3)","(81.1, 198.7)","(199.5, 263.5)","(264.3, 449.9)","(450.7, 505.1)","(505.9, 620.3)","(621.1, 758.7)","(759.5, 877.1)","(877.9, 938.7)"
"Time length, sec",70.39999999999999,117.6,64.0,185.59999999999997,54.400000000000034,114.39999999999998,137.60000000000002,117.60000000000002,60.80000000000007
Number of epochs,81,129,72,204,66,130,160,134,70
