,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 116.5)","(117.5, 223.5)","(224.5, 287.5)","(288.5, 517.5)","(518.5, 578.5)","(579.5, 770.5)","(771.5, 927.5)","(928.5, 1059.5)","(1060.5, 1249.5)","(1250.5, 1304.5)"
"Time length, sec",108.0,106.0,63.0,229.0,60.0,191.0,156.0,131.0,189.0,54.0
Number of epochs,103,96,54,206,48,177,145,120,179,52
