,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 104.5)","(105.5, 244.5)","(245.5, 770.5)","(771.5, 927.5)","(928.5, 988.5)","(989.5, 1059.5)","(1060.5, 1112.5)","(1113.5, 1156.5)","(1161.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",96.0,139.0,525.0,156.0,60.0,70.0,52.0,43.0,77.0,65.0
Number of epochs,91,126,467,145,55,65,50,41,77,63
