,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 80.5)","(81.5, 159.5)","(160.5, 318.5)","(319.5, 463.5)","(464.5, 646.5)","(647.5, 715.5)","(716.5, 842.5)","(843.5, 965.5)","(967.5, 1112.5)","(1113.5, 1304.5)"
"Time length, sec",72.0,78.0,158.0,144.0,182.0,68.0,126.0,122.0,145.0,191.0
Number of epochs,67,74,143,126,162,62,116,115,134,181
