,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 177.1)","(177.9, 263.5)","(264.3, 453.1)","(454.7, 509.9)","(510.7, 620.3)","(621.1, 710.7)","(711.5, 771.5)","(772.3, 877.9)","(878.7, 938.7)"
"Time length, sec",167.2,85.6,188.8,55.19999999999999,109.59999999999997,89.60000000000002,60.0,105.60000000000002,60.0
Number of epochs,186,96,208,68,124,106,69,120,69
