,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 133.1)","(133.9, 198.7)","(199.5, 263.5)","(264.3, 311.5)","(312.3, 508.3)","(509.1, 620.3)","(621.1, 755.5)","(756.3, 877.1)","(877.9, 938.7)"
"Time length, sec",123.19999999999999,64.79999999999998,64.0,47.19999999999999,196.0,111.19999999999993,134.39999999999998,120.80000000000007,60.80000000000007
Number of epochs,141,69,72,53,221,126,156,138,70
