,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 116.5)","(117.5, 219.5)","(220.5, 301.5)","(302.5, 765.5)","(766.5, 919.5)","(920.5, 1059.5)","(1060.5, 1178.5)","(1179.5, 1250.5)","(1251.5, 1304.5)"
"Time length, sec",53.0,54.0,102.0,81.0,463.0,153.0,139.0,118.0,71.0,53.0
Number of epochs,52,51,92,72,412,143,127,109,71,51
